[2020-01-29 11:54:32] Linux 4.15.0-76-generic (lc-server.bench11.wall2-ilabt-iminds-be.wall1.ilabt.iminds.be) 	01/29/20 	_x86_64_	(16 CPU)
[2020-01-29 11:54:33] 
[2020-01-29 11:54:33] 11:54:32      UID       PID  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
[2020-01-29 11:58:33] 11:58:33    20001     22897     37.00      0.00 1746360  560008   4.56  node /users/dyv
[2020-01-29 11:58:34] 11:58:34    20001     22897     69.00      0.00 1746360  560264   4.56  node /users/dyv
[2020-01-29 11:58:35] 11:58:35    20001     22897    104.00      0.00 1746360  560264   4.56  node /users/dyv
[2020-01-29 11:58:36] 11:58:36    20001     22897    742.00      0.00 1748408  562656   4.58  node /users/dyv
[2020-01-29 11:58:37] 11:58:37    20001     22897     67.00      0.00 1748408  562920   4.58  node /users/dyv
[2020-01-29 11:58:38] 11:58:38    20001     22897      1.00      0.00 1748408  562920   4.58  node /users/dyv
[2020-01-29 11:58:39] 11:58:39    20001     22897     67.00      0.00 1748408  563176   4.58  node /users/dyv
[2020-01-29 11:58:40] 11:58:40    20001     22897     34.00      0.00 1748408  563436   4.59  node /users/dyv
[2020-01-29 11:58:41] 11:58:41    20001     22897     69.00      0.00 1748408  563696   4.59  node /users/dyv
[2020-01-29 11:58:42] 11:58:42    20001     22897     33.00      0.00 1748408  563696   4.59  node /users/dyv
[2020-01-29 11:58:43] 11:58:43    20001     22897     66.00      0.00 1748408  563956   4.59  node /users/dyv
[2020-01-29 11:58:44] 11:58:44    20001     22897    852.00      0.00 1751480  566952   4.62  node /users/dyv
[2020-01-29 11:58:45] 11:58:45    20001     22897    185.00      0.00 1750968  566576   4.61  node /users/dyv
[2020-01-29 11:58:46] 11:58:46    20001     22897      0.00      0.00 1750968  566576   4.61  node /users/dyv
[2020-01-29 11:58:47] 11:58:47    20001     22897      2.00      0.00 1750968  566576   4.61  node /users/dyv
[2020-01-29 11:58:48] 11:58:48    20001     22897      2.00      0.00 1750968  566576   4.61  node /users/dyv
[2020-01-29 11:58:49] 11:58:49    20001     22897    107.00      0.00 1750968  566812   4.61  node /users/dyv
[2020-01-29 11:58:50] 11:58:50    20001     22897    162.00      0.00 1751480  567336   4.62  node /users/dyv
[2020-01-29 11:58:51] 11:58:51    20001     22897      2.00      0.00 1751480  567336   4.62  node /users/dyv
[2020-01-29 11:58:52] 11:58:52    20001     22897      0.00      0.00 1751480  567336   4.62  node /users/dyv
[2020-01-29 11:58:53] 11:58:53    20001     22897      3.00      0.00 1751480  567336   4.62  node /users/dyv
[2020-01-29 11:58:54] 11:58:54    20001     22897      0.00      0.00 1751480  567336   4.62  node /users/dyv
[2020-01-29 11:58:55] 11:58:55    20001     22897      0.00      0.00 1751480  567336   4.62  node /users/dyv
[2020-01-29 11:58:56] 11:58:56    20001     22897      0.00      0.00 1751480  567336   4.62  node /users/dyv
[2020-01-29 11:58:57] 11:58:57    20001     22897     27.00      0.00 1751480  567588   4.62  node /users/dyv
[2020-01-29 11:58:58] 11:58:58    20001     22897   9747.00      0.00 1751992  567692   4.62  node /users/dyv
[2020-01-29 11:58:59] 11:58:59    20001     22897    314.00      0.00 1751992  567692   4.62  node /users/dyv
[2020-01-29 11:59:00] 11:59:00    20001     22897  22662.00      0.00 1748920  579620   4.72  node /users/dyv
[2020-01-29 11:59:01] 11:59:01    20001     22897   7907.00      0.00 1748920  579680   4.72  node /users/dyv
[2020-01-29 11:59:02] 11:59:02    20001     22897    465.00      0.00 1748920  579680   4.72  node /users/dyv
[2020-01-29 11:59:03] 11:59:03    20001     22897     29.00      0.00 1748920  579680   4.72  node /users/dyv
[2020-01-29 11:59:04] 11:59:04    20001     22897     16.00      0.00 1748920  579680   4.72  node /users/dyv
[2020-01-29 11:59:05] 11:59:05    20001     22897     27.00      0.00 1748920  579728   4.72  node /users/dyv
[2020-01-29 11:59:06] 11:59:06    20001     22897     16.00      0.00 1748920  579728   4.72  node /users/dyv
[2020-01-29 11:59:07] 11:59:07    20001     22897    692.00      0.00 1750968  581512   4.73  node /users/dyv
[2020-01-29 11:59:08] 11:59:08    20001     22897    750.00      0.00 1752504  583636   4.75  node /users/dyv
[2020-01-29 11:59:09] 11:59:09    20001     22897     18.00      0.00 1752504  583636   4.75  node /users/dyv
[2020-01-29 11:59:10] 11:59:10    20001     22897     14.00      0.00 1752504  583636   4.75  node /users/dyv
[2020-01-29 11:59:11] 11:59:11    20001     22897     36.00      0.00 1752504  583724   4.75  node /users/dyv
[2020-01-29 11:59:12] 11:59:12    20001     22897    207.00      0.00 1752504  583728   4.75  node /users/dyv
[2020-01-29 11:59:13] 11:59:13    20001     22897     15.00      0.00 1752504  583728   4.75  node /users/dyv
[2020-01-29 11:59:14] 11:59:14    20001     22897     28.00      0.00 1752504  583776   4.75  node /users/dyv
[2020-01-29 11:59:15] 11:59:15    20001     22897     14.00      0.00 1752504  583776   4.75  node /users/dyv
[2020-01-29 11:59:16] 11:59:16    20001     22897     14.00      0.00 1752504  583776   4.75  node /users/dyv
[2020-01-29 11:59:17] 11:59:17    20001     22897     28.00      0.00 1752504  584036   4.75  node /users/dyv
[2020-01-29 11:59:18] 11:59:18    20001     22897     14.00      0.00 1752504  584036   4.75  node /users/dyv
[2020-01-29 11:59:19] 11:59:19    20001     22897     31.00      0.00 1752504  584036   4.75  node /users/dyv
[2020-01-29 11:59:20] 11:59:20    20001     22897     14.00      0.00 1752504  584036   4.75  node /users/dyv
[2020-01-29 11:59:21] 11:59:21    20001     22897     29.00      0.00 1752504  584296   4.76  node /users/dyv
[2020-01-29 11:59:22] 11:59:22    20001     22897     15.00      0.00 1752504  584296   4.76  node /users/dyv
[2020-01-29 11:59:23] 11:59:23    20001     22897     95.00      0.00 1752504  584552   4.76  node /users/dyv
[2020-01-29 11:59:24] 11:59:24    20001     22897   2706.00      0.00 1752504  584724   4.76  node /users/dyv
[2020-01-29 11:59:25] 11:59:25    20001     22897   2253.00      0.00 1752504  584728   4.76  node /users/dyv
[2020-01-29 11:59:26] 11:59:26    20001     22897    526.00      0.00 1752504  584728   4.76  node /users/dyv
[2020-01-29 11:59:27] 11:59:27    20001     22897    309.00      0.00 1752504  584728   4.76  node /users/dyv
[2020-01-29 11:59:28] 11:59:28    20001     22897   7251.00      0.00 1753528  585552   4.77  node /users/dyv
[2020-01-29 11:59:29] 11:59:29    20001     22897   1022.00      0.00 1753528  585792   4.77  node /users/dyv
[2020-01-29 11:59:30] 11:59:30    20001     22897  22834.00      0.00 1751992  584504   4.76  node /users/dyv
[2020-01-29 11:59:31] 11:59:31    20001     22897  11851.00      0.00 1750968  583480   4.75  node /users/dyv
[2020-01-29 11:59:32] 11:59:32    20001     22897     45.00      0.00 1750968  583480   4.75  node /users/dyv
[2020-01-29 11:59:33] 11:59:33    20001     22897      0.00      0.00 1750968  583480   4.75  node /users/dyv
[2020-01-29 11:59:34] 11:59:34    20001     22897     37.00      0.00 1750968  583480   4.75  node /users/dyv
[2020-01-29 11:59:35] 11:59:35    20001     22897      2.00      0.00 1750968  583480   4.75  node /users/dyv
[2020-01-29 11:59:36] 11:59:36    20001     22897    312.00      0.00 1750968  583480   4.75  node /users/dyv
[2020-01-29 11:59:37] 11:59:37    20001     22897     89.00      0.00 1750968  583480   4.75  node /users/dyv
[2020-01-29 11:59:38] 11:59:38    20001     22897    448.00      0.00 1751992  584244   4.76  node /users/dyv
[2020-01-29 11:59:39] 11:59:39    20001     22897      0.00      0.00 1751992  584244   4.76  node /users/dyv
[2020-01-29 11:59:40] 11:59:40    20001     22897      0.00      0.00 1751992  584244   4.76  node /users/dyv
[2020-01-29 11:59:41] 11:59:41    20001     22897      0.00      0.00 1751992  584244   4.76  node /users/dyv
[2020-01-29 11:59:42] 11:59:42    20001     22897      2.00      0.00 1751992  584244   4.76  node /users/dyv
[2020-01-29 11:59:43] 11:59:43    20001     22897     88.00      0.00 1751992  584496   4.76  node /users/dyv
[2020-01-29 11:59:44] 11:59:44    20001     22897      0.00      0.00 1751992  584496   4.76  node /users/dyv
[2020-01-29 11:59:45] 11:59:45    20001     22897      1.00      0.00 1751992  584496   4.76  node /users/dyv
[2020-01-29 11:59:46] 11:59:46    20001     22897      1.00      0.00 1751992  584496   4.76  node /users/dyv
[2020-01-29 11:59:47] 11:59:47    20001     22897     62.00      0.00 1752504  584728   4.76  node /users/dyv
[2020-01-29 11:59:48] 11:59:48    20001     22897     78.00      0.00 1752504  584728   4.76  node /users/dyv
[2020-01-29 11:59:49] 11:59:49    20001     22897      1.00      0.00 1752504  584728   4.76  node /users/dyv
[2020-01-29 11:59:50] 11:59:50    20001     22897      1.00      0.00 1752504  584728   4.76  node /users/dyv
[2020-01-29 11:59:51] 11:59:51    20001     22897      0.00      0.00 1752504  584728   4.76  node /users/dyv
[2020-01-29 11:59:52] 11:59:52    20001     22897      1.00      0.00 1752504  584728   4.76  node /users/dyv
[2020-01-29 11:59:53] 11:59:53    20001     22897     68.00      0.00 1752504  584976   4.76  node /users/dyv
[2020-01-29 11:59:54] 11:59:54    20001     22897  11129.00      0.00 1752504  585020   4.76  node /users/dyv
[2020-01-29 11:59:55] 11:59:55    20001     22897    175.00      0.00 1752504  585020   4.76  node /users/dyv
[2020-01-29 11:59:56] 11:59:56    20001     22897    240.00      0.00 1752504  585020   4.76  node /users/dyv
[2020-01-29 11:59:57] 11:59:57    20001     22897    203.00      0.00 1752504  585020   4.76  node /users/dyv
[2020-01-29 11:59:58] 11:59:58    20001     22897   1199.00      0.00 1752504  585024   4.76  node /users/dyv
[2020-01-29 11:59:59] 11:59:59    20001     22897   1378.00      0.00 1752504  585024   4.76  node /users/dyv
[2020-01-29 12:00:00] 12:00:00    20001     22897  21592.00      0.00 1753016  585296   4.76  node /users/dyv
[2020-01-29 12:00:01] 12:00:01    20001     22897  18445.00      0.00 1753016  585296   4.76  node /users/dyv
[2020-01-29 12:00:02] 12:00:02    20001     22897    132.00      0.00 1753016  585296   4.76  node /users/dyv
[2020-01-29 12:00:03] 12:00:03    20001     22897    177.00      0.00 1753016  585372   4.77  node /users/dyv
[2020-01-29 12:00:04] 12:00:04    20001     22897    114.00      0.00 1753016  585540   4.77  node /users/dyv
[2020-01-29 12:00:05] 12:00:05    20001     22897      5.00      0.00 1753016  585540   4.77  node /users/dyv
[2020-01-29 12:00:06] 12:00:06    20001     22897      0.00      0.00 1753016  585540   4.77  node /users/dyv
[2020-01-29 12:00:07] 12:00:07    20001     22897     24.00      0.00 1753016  585540   4.77  node /users/dyv
[2020-01-29 12:00:08] 12:00:08    20001     22897      4.00      0.00 1753016  585540   4.77  node /users/dyv
[2020-01-29 12:00:09] 12:00:09    20001     22897    134.00      0.00 1753016  585540   4.77  node /users/dyv
[2020-01-29 12:00:10] 12:00:10    20001     22897    198.00      0.00 1753528  585836   4.77  node /users/dyv
[2020-01-29 12:00:11] 12:00:11    20001     22897      1.00      0.00 1753528  585836   4.77  node /users/dyv
[2020-01-29 12:00:12] 12:00:12    20001     22897      2.00      0.00 1753528  585836   4.77  node /users/dyv
[2020-01-29 12:00:13] 12:00:13    20001     22897      1.00      0.00 1753528  585836   4.77  node /users/dyv
[2020-01-29 12:00:14] 12:00:14    20001     22897      1.00      0.00 1753528  585836   4.77  node /users/dyv
[2020-01-29 12:00:15] 12:00:15    20001     22897      1.00      0.00 1753528  585836   4.77  node /users/dyv
[2020-01-29 12:00:16] 12:00:16    20001     22897     14.00      0.00 1753528  585836   4.77  node /users/dyv
[2020-01-29 12:00:17] 12:00:17    20001     22897      3.00      0.00 1753528  585836   4.77  node /users/dyv
[2020-01-29 12:00:18] 12:00:18    20001     22897      0.99      0.00 1753528  585836   4.77  node /users/dyv
[2020-01-29 12:00:19] 12:00:19    20001     22897      1.00      0.00 1753528  585836   4.77  node /users/dyv
[2020-01-29 12:00:20] 12:00:20    20001     22897     34.00      0.00 1753528  586052   4.77  node /users/dyv
[2020-01-29 12:00:21] 12:00:21    20001     22897     98.00      0.00 1753528  586052   4.77  node /users/dyv
[2020-01-29 12:00:22] 12:00:22    20001     22897    123.00      0.00 1754040  586300   4.77  node /users/dyv
[2020-01-29 12:00:23] 12:00:23    20001     22897      3.00      0.00 1754040  586300   4.77  node /users/dyv
[2020-01-29 12:00:24] 12:00:24    20001     22897   4452.00      0.00 1754040  586564   4.77  node /users/dyv
[2020-01-29 12:00:25] 12:00:25    20001     22897    337.00      0.00 1754040  586564   4.77  node /users/dyv
[2020-01-29 12:00:26] 12:00:26    20001     22897    605.00      0.00 1754040  586564   4.77  node /users/dyv
[2020-01-29 12:00:27] 12:00:27    20001     22897   1758.00      0.00 1754040  586564   4.77  node /users/dyv
[2020-01-29 12:00:28] 12:00:28    20001     22897   7344.00      0.00 1754040  586564   4.77  node /users/dyv
[2020-01-29 12:00:29] 12:00:29    20001     22897    264.00      0.00 1754040  586564   4.77  node /users/dyv
[2020-01-29 12:00:30] 12:00:30    20001     22897  22671.00      0.00 1754040  586564   4.77  node /users/dyv
[2020-01-29 12:00:31] 12:00:31    20001     22897  21620.00      0.00 1754040  586564   4.77  node /users/dyv
[2020-01-29 12:00:32] 12:00:32    20001     22897      0.00      0.00 1754040  586564   4.77  node /users/dyv
[2020-01-29 12:00:33] 12:00:33    20001     22897      1.00      0.00 1754040  586564   4.77  node /users/dyv
[2020-01-29 12:00:34] 12:00:34    20001     22897      1.00      0.00 1754040  586564   4.77  node /users/dyv
[2020-01-29 12:00:35] 12:00:35    20001     22897      3.00      0.00 1754040  586564   4.77  node /users/dyv
[2020-01-29 12:00:36] 12:00:36    20001     22897    263.00      0.00 1754040  586572   4.77  node /users/dyv
[2020-01-29 12:00:37] 12:00:37    20001     22897     66.00      0.00 1754040  586572   4.77  node /users/dyv
[2020-01-29 12:00:38] 12:00:38    20001     22897      2.00      0.00 1754040  586572   4.77  node /users/dyv
[2020-01-29 12:00:39] 12:00:39    20001     22897    124.00      0.00 1754040  586572   4.77  node /users/dyv
[2020-01-29 12:00:40] 12:00:40    20001     22897    177.00      0.00 1754040  586572   4.77  node /users/dyv
[2020-01-29 12:00:41] 12:00:41    20001     22897      1.00      0.00 1754040  586572   4.77  node /users/dyv
[2020-01-29 12:00:42] 12:00:42    20001     22897      0.00      0.00 1754040  586572   4.77  node /users/dyv
[2020-01-29 12:00:43] 12:00:43    20001     22897      1.00      0.00 1754040  586572   4.77  node /users/dyv
[2020-01-29 12:00:44] 12:00:44    20001     22897      1.00      0.00 1754040  586572   4.77  node /users/dyv
[2020-01-29 12:00:45] 12:00:45    20001     22897      0.00      0.00 1754040  586572   4.77  node /users/dyv
[2020-01-29 12:00:46] 12:00:46    20001     22897      0.00      0.00 1754040  586572   4.77  node /users/dyv
[2020-01-29 12:00:47] 12:00:47    20001     22897      1.00      0.00 1754040  586572   4.77  node /users/dyv
[2020-01-29 12:00:48] 12:00:48    20001     22897      1.00      0.00 1754040  586572   4.77  node /users/dyv
[2020-01-29 12:00:49] 12:00:49    20001     22897      1.00      0.00 1754040  586572   4.77  node /users/dyv
[2020-01-29 12:00:50] 12:00:50    20001     22897      0.00      0.00 1754040  586572   4.77  node /users/dyv
[2020-01-29 12:00:51] 12:00:51    20001     22897      0.00      0.00 1754040  586572   4.77  node /users/dyv
[2020-01-29 12:00:52] 12:00:52    20001     22897      1.00      0.00 1754040  586572   4.77  node /users/dyv
[2020-01-29 12:00:53] 12:00:53    20001     22897      1.00      0.00 1754040  586572   4.77  node /users/dyv
[2020-01-29 12:00:54] 12:00:54    20001     22897      1.00      0.00 1754040  586572   4.77  node /users/dyv
[2020-01-29 12:00:55] 12:00:55    20001     22897      0.00      0.00 1754040  586572   4.77  node /users/dyv
[2020-01-29 12:00:56] 12:00:56    20001     22897      0.00      0.00 1754040  586572   4.77  node /users/dyv
[2020-01-29 12:00:57] 12:00:57    20001     22897      0.00      0.00 1754040  586572   4.77  node /users/dyv
[2020-01-29 12:00:58] 12:00:58    20001     22897      1.00      0.00 1754040  586572   4.77  node /users/dyv
[2020-01-29 12:00:59] 12:00:59    20001     22897      3.00      0.00 1754040  586572   4.77  node /users/dyv
[2020-01-29 12:01:00] 12:01:00    20001     22897  35535.00      0.00 1754040  586572   4.77  node /users/dyv
[2020-01-29 12:01:01] 12:01:01    20001     22897  19703.00      0.00 1754040  586576   4.77  node /users/dyv
[2020-01-29 12:01:02] 12:01:02    20001     22897    375.00      0.00 1754040  586576   4.77  node /users/dyv
[2020-01-29 12:01:03] 12:01:03    20001     22897    422.00      0.00 1754040  586576   4.77  node /users/dyv
[2020-01-29 12:01:04] 12:01:04    20001     22897    669.00      0.00 1755064  587320   4.78  node /users/dyv
[2020-01-29 12:01:05] 12:01:05    20001     22897    155.00      0.00 1755064  587480   4.78  node /users/dyv
[2020-01-29 12:01:06] 12:01:06    20001     22897      4.00      0.00 1755064  587480   4.78  node /users/dyv
[2020-01-29 12:01:07] 12:01:07    20001     22897      7.00      0.00 1755064  587480   4.78  node /users/dyv
[2020-01-29 12:01:08] 12:01:08    20001     22897     28.00      0.00 1755064  587600   4.78  node /users/dyv
[2020-01-29 12:01:09] 12:01:09    20001     22897      9.00      0.00 1755064  587600   4.78  node /users/dyv
[2020-01-29 12:01:10] 12:01:10    20001     22897      2.00      0.00 1755064  587600   4.78  node /users/dyv
[2020-01-29 12:01:11] 12:01:11    20001     22897     31.00      0.00 1755064  587600   4.78  node /users/dyv
[2020-01-29 12:01:12] 12:01:12    20001     22897    106.00      0.00 1755064  587600   4.78  node /users/dyv
[2020-01-29 12:01:13] 12:01:13    20001     22897      1.00      0.00 1755064  587600   4.78  node /users/dyv
[2020-01-29 12:01:14] 12:01:14    20001     22897      0.00      0.00 1755064  587600   4.78  node /users/dyv
[2020-01-29 12:01:15] 12:01:15    20001     22897      2.00      0.00 1755064  587600   4.78  node /users/dyv
[2020-01-29 12:01:16] 12:01:16    20001     22897      1.00      0.00 1755064  587600   4.78  node /users/dyv
[2020-01-29 12:01:17] 12:01:17    20001     22897     34.00      0.00 1755064  587600   4.78  node /users/dyv
[2020-01-29 12:01:18] 12:01:18    20001     22897     96.00      0.00 1755064  587600   4.78  node /users/dyv
[2020-01-29 12:01:19] 12:01:19    20001     22897      3.00      0.00 1755064  587600   4.78  node /users/dyv
[2020-01-29 12:01:20] 12:01:20    20001     22897      0.00      0.00 1755064  587600   4.78  node /users/dyv
[2020-01-29 12:01:21] 12:01:21    20001     22897      1.00      0.00 1755064  587600   4.78  node /users/dyv
[2020-01-29 12:01:22] 12:01:22    20001     22897   3105.00      0.00 1755064  587600   4.78  node /users/dyv
[2020-01-29 12:01:23] 12:01:23    20001     22897   2752.00      0.00 1755064  587600   4.78  node /users/dyv
[2020-01-29 12:01:24] 12:01:24    20001     22897    437.00      0.00 1755064  587600   4.78  node /users/dyv
[2020-01-29 12:01:25] 12:01:25    20001     22897   8588.00      0.00 1755064  587600   4.78  node /users/dyv
[2020-01-29 12:01:26] 12:01:26    20001     22897    261.00      0.00 1755064  587600   4.78  node /users/dyv
[2020-01-29 12:01:27] 12:01:27    20001     22897    215.00      0.00 1755064  587600   4.78  node /users/dyv
[2020-01-29 12:01:28] 12:01:28    20001     22897    212.00      0.00 1755064  587600   4.78  node /users/dyv
[2020-01-29 12:01:29] 12:01:29    20001     22897    235.00      0.00 1755064  587600   4.78  node /users/dyv
[2020-01-29 12:01:30] 12:01:30    20001     22897  20129.00      0.00 1755576  587708   4.78  node /users/dyv
[2020-01-29 12:01:31] 12:01:31    20001     22897  26426.00      0.00 1755576  587732   4.78  node /users/dyv
[2020-01-29 12:01:32] 12:01:32    20001     22897  10858.00      0.00 1755576  587736   4.78  node /users/dyv
[2020-01-29 12:01:33] 12:01:33    20001     22897    129.00      0.00 1755576  587736   4.78  node /users/dyv
[2020-01-29 12:01:34] 12:01:34    20001     22897      0.00      0.00 1755576  587736   4.78  node /users/dyv
[2020-01-29 12:01:35] 12:01:35    20001     22897      1.00      0.00 1755576  587736   4.78  node /users/dyv
[2020-01-29 12:01:36] 12:01:36    20001     22897    310.00      0.00 1756088  588364   4.79  node /users/dyv
[2020-01-29 12:01:37] 12:01:37    20001     22897    227.00      0.00 1756088  588624   4.79  node /users/dyv
[2020-01-29 12:01:38] 12:01:38    20001     22897     16.00      0.00 1756088  588624   4.79  node /users/dyv
[2020-01-29 12:01:39] 12:01:39    20001     22897     60.00      0.00 1756088  588624   4.79  node /users/dyv
[2020-01-29 12:01:40] 12:01:40    20001     22897     70.00      0.00 1756088  588624   4.79  node /users/dyv
[2020-01-29 12:01:41] 12:01:41    20001     22897    138.00      0.00 1756088  588624   4.79  node /users/dyv
[2020-01-29 12:01:42] 12:01:42    20001     22897     10.00      0.00 1756088  588624   4.79  node /users/dyv
[2020-01-29 12:01:43] 12:01:43    20001     22897     88.00      0.00 1756088  588624   4.79  node /users/dyv
[2020-01-29 12:01:44] 12:01:44    20001     22897     66.00      0.00 1756088  588624   4.79  node /users/dyv
[2020-01-29 12:01:45] 12:01:45    20001     22897     75.00      0.00 1756088  588624   4.79  node /users/dyv
[2020-01-29 12:01:46] 12:01:46    20001     22897     42.00      0.00 1756088  588624   4.79  node /users/dyv
[2020-01-29 12:01:47] 12:01:47    20001     22897     40.00      0.00 1756088  588624   4.79  node /users/dyv
[2020-01-29 12:01:48] 12:01:48    20001     22897      0.00      0.00 1756088  588624   4.79  node /users/dyv
[2020-01-29 12:01:49] 12:01:49    20001     22897      0.00      0.00 1756088  588624   4.79  node /users/dyv
[2020-01-29 12:01:50] 12:01:50    20001     22897    145.00      0.00 1756088  588624   4.79  node /users/dyv
[2020-01-29 12:01:51] 12:01:51    20001     22897    128.00      0.00 1756600  588972   4.79  node /users/dyv
[2020-01-29 12:01:52] 12:01:52    20001     22897   3737.00      0.00 1756600  589136   4.80  node /users/dyv
[2020-01-29 12:01:53] 12:01:53    20001     22897   2707.00      0.00 1756600  589136   4.80  node /users/dyv
[2020-01-29 12:01:54] 12:01:54    20001     22897   9122.00      0.00 1757112  589648   4.80  node /users/dyv
[2020-01-29 12:01:55] 12:01:55    20001     22897    912.00      0.00 1757112  589648   4.80  node /users/dyv
[2020-01-29 12:01:56] 12:01:56    20001     22897    159.00      0.00 1757112  589648   4.80  node /users/dyv
[2020-01-29 12:01:57] 12:01:57    20001     22897    945.00      0.00 1757112  589648   4.80  node /users/dyv
[2020-01-29 12:01:58] 12:01:58    20001     22897    223.00      0.00 1757112  589648   4.80  node /users/dyv
[2020-01-29 12:01:59] 12:01:59    20001     22897    941.00      0.00 1757112  589648   4.80  node /users/dyv
[2020-01-29 12:02:00] 12:02:00    20001     22897  19742.00      0.00 1757112  589648   4.80  node /users/dyv
[2020-01-29 12:02:01] 12:02:01    20001     22897  25048.00      0.00 1757112  589648   4.80  node /users/dyv
[2020-01-29 12:02:02] 12:02:02    20001     22897   5014.00      0.00 1757112  589612   4.80  node /users/dyv
[2020-01-29 12:02:03] 12:02:03    20001     22897      0.00      0.00 1757112  589612   4.80  node /users/dyv
[2020-01-29 12:02:04] 12:02:04    20001     22897      0.00      0.00 1757112  589612   4.80  node /users/dyv
[2020-01-29 12:02:05] 12:02:05    20001     22897      0.00      0.00 1757112  589612   4.80  node /users/dyv
[2020-01-29 12:02:06] 12:02:06    20001     22897      0.00      0.00 1757112  589612   4.80  node /users/dyv
[2020-01-29 12:02:07] 12:02:07    20001     22897     95.00      0.00 1757112  589612   4.80  node /users/dyv
[2020-01-29 12:02:08] 12:02:08    20001     22897      3.00      0.00 1757112  589612   4.80  node /users/dyv
[2020-01-29 12:02:09] 12:02:09    20001     22897      1.00      0.00 1757112  589612   4.80  node /users/dyv
[2020-01-29 12:02:10] 12:02:10    20001     22897    205.00      0.00 1757624  590056   4.80  node /users/dyv
[2020-01-29 12:02:11] 12:02:11    20001     22897    215.00      0.00 1757624  590092   4.80  node /users/dyv
[2020-01-29 12:02:12] 12:02:12    20001     22897      0.00      0.00 1757624  590092   4.80  node /users/dyv
[2020-01-29 12:02:13] 12:02:13    20001     22897      0.00      0.00 1757624  590092   4.80  node /users/dyv
[2020-01-29 12:02:14] 12:02:14    20001     22897      1.00      0.00 1757624  590092   4.80  node /users/dyv
[2020-01-29 12:02:15] 12:02:15    20001     22897     64.00      0.00 1757624  590092   4.80  node /users/dyv
[2020-01-29 12:02:16] 12:02:16    20001     22897      7.00      0.00 1757624  590092   4.80  node /users/dyv
[2020-01-29 12:02:17] 12:02:17    20001     22897      1.00      0.00 1757624  590092   4.80  node /users/dyv
[2020-01-29 12:02:18] 12:02:18    20001     22897      0.00      0.00 1757624  590092   4.80  node /users/dyv
[2020-01-29 12:02:19] 12:02:19    20001     22897      5.00      0.00 1757624  590092   4.80  node /users/dyv
[2020-01-29 12:02:20] 12:02:20    20001     22897      0.00      0.00 1757624  590092   4.80  node /users/dyv
[2020-01-29 12:02:21] 12:02:21    20001     22897      3.00      0.00 1757624  590092   4.80  node /users/dyv
[2020-01-29 12:02:22] 12:02:22    20001     22897      0.00      0.00 1757624  590092   4.80  node /users/dyv
[2020-01-29 12:02:23] 12:02:23    20001     22897      0.00      0.00 1757624  590092   4.80  node /users/dyv
[2020-01-29 12:02:24] 12:02:24    20001     22897      0.00      0.00 1757624  590092   4.80  node /users/dyv
[2020-01-29 12:02:25] 12:02:25    20001     22897      2.00      0.00 1757624  590092   4.80  node /users/dyv
[2020-01-29 12:02:26] 12:02:26    20001     22897      0.00      0.00 1757624  590092   4.80  node /users/dyv
[2020-01-29 12:02:27] 12:02:27    20001     22897  12963.00      0.00 1757624  590164   4.80  node /users/dyv
[2020-01-29 12:02:28] 12:02:28    20001     22897   1254.00      0.00 1757624  590164   4.80  node /users/dyv
[2020-01-29 12:02:29] 12:02:29    20001     22897   2281.00      0.00 1758136  590644   4.81  node /users/dyv
[2020-01-29 12:02:30] 12:02:30    20001     22897  21213.00      0.00 1758136  590676   4.81  node /users/dyv
[2020-01-29 12:02:31] 12:02:31    20001     22897  26389.00      0.00 1758136  590676   4.81  node /users/dyv
[2020-01-29 12:02:32] 12:02:32    20001     22897   7683.00      0.00 1758136  590676   4.81  node /users/dyv
[2020-01-29 12:02:33] 12:02:33    20001     22897      0.00      0.00 1758136  590676   4.81  node /users/dyv
[2020-01-29 12:02:34] 12:02:34    20001     22897      4.00      0.00 1758136  590676   4.81  node /users/dyv
[2020-01-29 12:02:35] 12:02:35    20001     22897    102.00      0.00 1758136  590676   4.81  node /users/dyv
[2020-01-29 12:02:36] 12:02:36    20001     22897      3.96      0.00 1758136  590676   4.81  node /users/dyv
[2020-01-29 12:02:37] 12:02:37    20001     22897      6.00      0.00 1758136  590676   4.81  node /users/dyv
[2020-01-29 12:02:38] 12:02:38    20001     22897     72.00      0.00 1758136  590676   4.81  node /users/dyv
[2020-01-29 12:02:39] 12:02:39    20001     22897      4.00      0.00 1758136  590676   4.81  node /users/dyv
[2020-01-29 12:02:40] 12:02:40    20001     22897    122.00      0.00 1758648  590928   4.81  node /users/dyv
[2020-01-29 12:02:41] 12:02:41    20001     22897     50.00      0.00 1758648  591188   4.81  node /users/dyv
[2020-01-29 12:02:42] 12:02:42    20001     22897      5.00      0.00 1758648  591188   4.81  node /users/dyv
[2020-01-29 12:02:43] 12:02:43    20001     22897      0.00      0.00 1758648  591188   4.81  node /users/dyv
[2020-01-29 12:02:44] 12:02:44    20001     22897      0.00      0.00 1758648  591188   4.81  node /users/dyv
[2020-01-29 12:02:45] 12:02:45    20001     22897      2.00      0.00 1758648  591188   4.81  node /users/dyv
[2020-01-29 12:02:46] 12:02:46    20001     22897      7.00      0.00 1758648  591188   4.81  node /users/dyv
[2020-01-29 12:02:47] 12:02:47    20001     22897      8.00      0.00 1758648  591188   4.81  node /users/dyv
