[2020-01-29 11:54:32] Linux 4.15.0-76-generic (lc-server.bench11.wall2-ilabt-iminds-be.wall1.ilabt.iminds.be) 	01/29/20 	_x86_64_	(16 CPU)
[2020-01-29 11:54:33] 
[2020-01-29 11:54:33] 11:54:32      UID       PID  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
[2020-01-29 12:02:48] 12:02:48    20001     22897      0.00      0.00 1758648  591188   4.81  node /users/dyv
[2020-01-29 12:02:49] 12:02:49    20001     22897      0.00      0.00 1758648  591188   4.81  node /users/dyv
[2020-01-29 12:02:50] 12:02:50    20001     22897      2.00      0.00 1758648  591188   4.81  node /users/dyv
[2020-01-29 12:02:51] 12:02:51    20001     22897      0.00      0.00 1758648  591188   4.81  node /users/dyv
[2020-01-29 12:02:52] 12:02:52    20001     22897      0.00      0.00 1758648  591188   4.81  node /users/dyv
[2020-01-29 12:02:53] 12:02:53    20001     22897      0.00      0.00 1758648  591188   4.81  node /users/dyv
[2020-01-29 12:02:54] 12:02:54    20001     22897      2.00      0.00 1758648  591188   4.81  node /users/dyv
[2020-01-29 12:02:55] 12:02:55    20001     22897      2.00      0.00 1758648  591188   4.81  node /users/dyv
[2020-01-29 12:02:56] 12:02:56    20001     22897  12608.00      0.00 1759160  591700   4.82  node /users/dyv
[2020-01-29 12:02:57] 12:02:57    20001     22897    497.00      0.00 1759160  591700   4.82  node /users/dyv
[2020-01-29 12:02:58] 12:02:58    20001     22897    235.00      0.00 1759160  591700   4.82  node /users/dyv
[2020-01-29 12:02:59] 12:02:59    20001     22897   1076.00      0.00 1759160  591700   4.82  node /users/dyv
[2020-01-29 12:03:00] 12:03:00    20001     22897  23221.00      0.00 1760184  592044   4.82  node /users/dyv
[2020-01-29 12:03:01] 12:03:01    20001     22897  26592.00      0.00 1760184  592060   4.82  node /users/dyv
[2020-01-29 12:03:02] 12:03:02    20001     22897  17194.00      0.00 1760184  592220   4.82  node /users/dyv
[2020-01-29 12:03:03] 12:03:03    20001     22897      0.00      0.00 1760184  592220   4.82  node /users/dyv
[2020-01-29 12:03:04] 12:03:04    20001     22897      4.00      0.00 1760184  592220   4.82  node /users/dyv
[2020-01-29 12:03:05] 12:03:05    20001     22897     92.00      0.00 1760184  592220   4.82  node /users/dyv
[2020-01-29 12:03:06] 12:03:06    20001     22897    410.00      0.00 1760184  592436   4.82  node /users/dyv
[2020-01-29 12:03:07] 12:03:07    20001     22897      6.00      0.00 1760184  592436   4.82  node /users/dyv
[2020-01-29 12:03:08] 12:03:08    20001     22897      4.00      0.00 1760184  592436   4.82  node /users/dyv
[2020-01-29 12:03:09] 12:03:09    20001     22897      5.00      0.00 1760184  592436   4.82  node /users/dyv
[2020-01-29 12:03:10] 12:03:10    20001     22897      2.00      0.00 1760184  592436   4.82  node /users/dyv
[2020-01-29 12:03:11] 12:03:11    20001     22897     16.00      0.00 1760184  592436   4.82  node /users/dyv
[2020-01-29 12:03:12] 12:03:12    20001     22897      4.00      0.00 1760184  592436   4.82  node /users/dyv
[2020-01-29 12:03:13] 12:03:13    20001     22897     29.00      0.00 1760184  592456   4.82  node /users/dyv
[2020-01-29 12:03:14] 12:03:14    20001     22897     18.00      0.00 1760184  592456   4.82  node /users/dyv
[2020-01-29 12:03:15] 12:03:15    20001     22897      1.00      0.00 1760184  592456   4.82  node /users/dyv
[2020-01-29 12:03:16] 12:03:16    20001     22897      0.00      0.00 1760184  592456   4.82  node /users/dyv
[2020-01-29 12:03:17] 12:03:17    20001     22897      2.00      0.00 1760184  592456   4.82  node /users/dyv
[2020-01-29 12:03:18] 12:03:18    20001     22897     79.00      0.00 1760184  592572   4.82  node /users/dyv
[2020-01-29 12:03:19] 12:03:19    20001     22897      6.00      0.00 1760184  592572   4.82  node /users/dyv
[2020-01-29 12:03:20] 12:03:20    20001     22897      2.00      0.00 1760184  592572   4.82  node /users/dyv
[2020-01-29 12:03:21] 12:03:21    20001     22897      0.00      0.00 1760184  592572   4.82  node /users/dyv
[2020-01-29 12:03:22] 12:03:22    20001     22897      0.00      0.00 1760184  592572   4.82  node /users/dyv
[2020-01-29 12:03:23] 12:03:23    20001     22897      0.00      0.00 1760184  592572   4.82  node /users/dyv
[2020-01-29 12:03:24] 12:03:24    20001     22897    103.00      0.00 1760184  592572   4.82  node /users/dyv
[2020-01-29 12:03:25] 12:03:25    20001     22897      2.00      0.00 1760184  592572   4.82  node /users/dyv
[2020-01-29 12:03:26] 12:03:26    20001     22897      0.00      0.00 1760184  592572   4.82  node /users/dyv
[2020-01-29 12:03:27] 12:03:27    20001     22897    917.00      0.00 1760184  592708   4.82  node /users/dyv
[2020-01-29 12:03:28] 12:03:28    20001     22897   5321.00      0.00 1760184  592708   4.82  node /users/dyv
[2020-01-29 12:03:29] 12:03:29    20001     22897    545.00      0.00 1760184  592708   4.82  node /users/dyv
[2020-01-29 12:03:30] 12:03:30    20001     22897  29400.00      0.00 1760696  592732   4.83  node /users/dyv
[2020-01-29 12:03:31] 12:03:31    20001     22897  25241.00      0.00 1760696  592848   4.83  node /users/dyv
[2020-01-29 12:03:32] 12:03:32    20001     22897  24934.00      0.00 1761720  592876   4.83  node /users/dyv
[2020-01-29 12:03:33] 12:03:33    20001     22897  11620.00      0.00 1760696  592744   4.83  node /users/dyv
[2020-01-29 12:03:34] 12:03:34    20001     22897     45.00      0.00 1760696  592744   4.83  node /users/dyv
[2020-01-29 12:03:35] 12:03:35    20001     22897     66.00      0.00 1760696  592744   4.83  node /users/dyv
[2020-01-29 12:03:36] 12:03:36    20001     22897     27.00      0.00 1760696  592744   4.83  node /users/dyv
[2020-01-29 12:03:37] 12:03:37    20001     22897     28.00      0.00 1760696  592744   4.83  node /users/dyv
[2020-01-29 12:03:38] 12:03:38    20001     22897    113.00      0.00 1760696  592744   4.83  node /users/dyv
[2020-01-29 12:03:39] 12:03:39    20001     22897     57.00      0.00 1760696  592744   4.83  node /users/dyv
[2020-01-29 12:03:40] 12:03:40    20001     22897     48.00      0.00 1760696  592744   4.83  node /users/dyv
[2020-01-29 12:03:41] 12:03:41    20001     22897     34.00      0.00 1760696  592744   4.83  node /users/dyv
[2020-01-29 12:03:42] 12:03:42    20001     22897     34.00      0.00 1760696  592744   4.83  node /users/dyv
[2020-01-29 12:03:43] 12:03:43    20001     22897     50.00      0.00 1760696  592744   4.83  node /users/dyv
[2020-01-29 12:03:44] 12:03:44    20001     22897     36.00      0.00 1760696  592744   4.83  node /users/dyv
[2020-01-29 12:03:45] 12:03:45    20001     22897    630.00      0.00 1760696  593136   4.83  node /users/dyv
[2020-01-29 12:03:46] 12:03:46    20001     22897     42.00      0.00 1760696  593136   4.83  node /users/dyv
[2020-01-29 12:03:47] 12:03:47    20001     22897    171.00      0.00 1760696  593236   4.83  node /users/dyv
[2020-01-29 12:03:48] 12:03:48    20001     22897      0.00      0.00 1760696  593236   4.83  node /users/dyv
[2020-01-29 12:03:49] 12:03:49    20001     22897      9.00      0.00 1760696  593236   4.83  node /users/dyv
[2020-01-29 12:03:50] 12:03:50    20001     22897     17.00      0.00 1760696  593236   4.83  node /users/dyv
[2020-01-29 12:03:51] 12:03:51    20001     22897     24.00      0.00 1760696  593236   4.83  node /users/dyv
[2020-01-29 12:03:52] 12:03:52    20001     22897      0.00      0.00 1760696  593236   4.83  node /users/dyv
[2020-01-29 12:03:53] 12:03:53    20001     22897     10.00      0.00 1760696  593236   4.83  node /users/dyv
[2020-01-29 12:03:54] 12:03:54    20001     22897     33.00      0.00 1760696  593236   4.83  node /users/dyv
[2020-01-29 12:03:55] 12:03:55    20001     22897     48.00      0.00 1760696  593236   4.83  node /users/dyv
[2020-01-29 12:03:56] 12:03:56    20001     22897  12829.00      0.00 1761208  593248   4.83  node /users/dyv
[2020-01-29 12:03:57] 12:03:57    20001     22897   1582.00      0.00 1761208  593692   4.83  node /users/dyv
[2020-01-29 12:03:58] 12:03:58    20001     22897    504.00      0.00 1761208  593692   4.83  node /users/dyv
[2020-01-29 12:03:59] 12:03:59    20001     22897   1615.00      0.00 1761208  593748   4.83  node /users/dyv
[2020-01-29 12:04:00] 12:04:00    20001     22897  21632.00      0.00 1761208  593752   4.83  node /users/dyv
[2020-01-29 12:04:01] 12:04:01    20001     22897  24622.00      0.00 1761720  593804   4.83  node /users/dyv
[2020-01-29 12:04:02] 12:04:02    20001     22897  21142.00      0.00 1762232  593868   4.83  node /users/dyv
[2020-01-29 12:04:03] 12:04:03    20001     22897    216.00      0.00 1762232  594332   4.84  node /users/dyv
[2020-01-29 12:04:04] 12:04:04    20001     22897      0.00      0.00 1762232  594332   4.84  node /users/dyv
[2020-01-29 12:04:05] 12:04:05    20001     22897      0.00      0.00 1762232  594332   4.84  node /users/dyv
[2020-01-29 12:04:06] 12:04:06    20001     22897      0.00      0.00 1762232  594332   4.84  node /users/dyv
[2020-01-29 12:04:07] 12:04:07    20001     22897      0.00      0.00 1762232  594332   4.84  node /users/dyv
[2020-01-29 12:04:08] 12:04:08    20001     22897      0.00      0.00 1762232  594332   4.84  node /users/dyv
[2020-01-29 12:04:09] 12:04:09    20001     22897      0.00      0.00 1762232  594332   4.84  node /users/dyv
[2020-01-29 12:04:10] 12:04:10    20001     22897      3.00      0.00 1762232  594332   4.84  node /users/dyv
[2020-01-29 12:04:11] 12:04:11    20001     22897      0.00      0.00 1762232  594332   4.84  node /users/dyv
[2020-01-29 12:04:12] 12:04:12    20001     22897    281.00      0.00 1762232  594536   4.84  node /users/dyv
[2020-01-29 12:04:13] 12:04:13    20001     22897    392.00      0.00 1762232  594656   4.84  node /users/dyv
[2020-01-29 12:04:14] 12:04:14    20001     22897      0.00      0.00 1762232  594656   4.84  node /users/dyv
[2020-01-29 12:04:15] 12:04:15    20001     22897     61.00      0.00 1762232  594656   4.84  node /users/dyv
[2020-01-29 12:04:16] 12:04:16    20001     22897      0.00      0.00 1762232  594656   4.84  node /users/dyv
[2020-01-29 12:04:17] 12:04:17    20001     22897      0.00      0.00 1762232  594656   4.84  node /users/dyv
[2020-01-29 12:04:18] 12:04:18    20001     22897      0.00      0.00 1762232  594656   4.84  node /users/dyv
[2020-01-29 12:04:19] 12:04:19    20001     22897      0.00      0.00 1762232  594656   4.84  node /users/dyv
[2020-01-29 12:04:20] 12:04:20    20001     22897      0.00      0.00 1762232  594656   4.84  node /users/dyv
[2020-01-29 12:04:21] 12:04:21    20001     22897      0.00      0.00 1762232  594656   4.84  node /users/dyv
[2020-01-29 12:04:22] 12:04:22    20001     22897   3265.00      0.00 1762232  594740   4.84  node /users/dyv
[2020-01-29 12:04:23] 12:04:23    20001     22897   4828.00      0.00 1762744  594788   4.84  node /users/dyv
[2020-01-29 12:04:24] 12:04:24    20001     22897    305.00      0.00 1762744  594788   4.84  node /users/dyv
[2020-01-29 12:04:25] 12:04:25    20001     22897    375.00      0.00 1762744  594792   4.84  node /users/dyv
[2020-01-29 12:04:26] 12:04:26    20001     22897    159.00      0.00 1762744  594792   4.84  node /users/dyv
[2020-01-29 12:04:27] 12:04:27    20001     22897    158.00      0.00 1762744  594792   4.84  node /users/dyv
[2020-01-29 12:04:28] 12:04:28    20001     22897    500.00      0.00 1762744  594792   4.84  node /users/dyv
[2020-01-29 12:04:29] 12:04:29    20001     22897    255.00      0.00 1762744  594792   4.84  node /users/dyv
[2020-01-29 12:04:30] 12:04:30    20001     22897  24565.00      0.00 1762744  595044   4.84  node /users/dyv
[2020-01-29 12:04:31] 12:04:31    20001     22897  27887.00      0.00 1762744  595152   4.84  node /users/dyv
[2020-01-29 12:04:32] 12:04:32    20001     22897  27419.00      0.00 1762744  595220   4.85  node /users/dyv
[2020-01-29 12:04:33] 12:04:33    20001     22897   4116.00      0.00 1762744  595248   4.85  node /users/dyv
[2020-01-29 12:04:34] 12:04:34    20001     22897      1.00      0.00 1762744  595248   4.85  node /users/dyv
[2020-01-29 12:04:35] 12:04:35    20001     22897    312.00      0.00 1762744  595248   4.85  node /users/dyv
[2020-01-29 12:04:36] 12:04:36    20001     22897    113.00      0.00 1762744  595284   4.85  node /users/dyv
[2020-01-29 12:04:37] 12:04:37    20001     22897    437.00      0.00 1762744  595284   4.85  node /users/dyv
[2020-01-29 12:04:38] 12:04:38    20001     22897    114.00      0.00 1762744  595308   4.85  node /users/dyv
[2020-01-29 12:04:39] 12:04:39    20001     22897      2.00      0.00 1762744  595308   4.85  node /users/dyv
[2020-01-29 12:04:40] 12:04:40    20001     22897     11.00      0.00 1762744  595308   4.85  node /users/dyv
[2020-01-29 12:04:41] 12:04:41    20001     22897      1.00      0.00 1762744  595308   4.85  node /users/dyv
[2020-01-29 12:04:42] 12:04:42    20001     22897     60.00      0.00 1762744  595308   4.85  node /users/dyv
[2020-01-29 12:04:43] 12:04:43    20001     22897      5.00      0.00 1762744  595308   4.85  node /users/dyv
[2020-01-29 12:04:44] 12:04:44    20001     22897     90.00      0.00 1762744  595308   4.85  node /users/dyv
[2020-01-29 12:04:45] 12:04:45    20001     22897      0.00      0.00 1762744  595308   4.85  node /users/dyv
[2020-01-29 12:04:46] 12:04:46    20001     22897      0.00      0.00 1762744  595308   4.85  node /users/dyv
[2020-01-29 12:04:47] 12:04:47    20001     22897      0.00      0.00 1762744  595308   4.85  node /users/dyv
[2020-01-29 12:04:48] 12:04:48    20001     22897      1.00      0.00 1762744  595308   4.85  node /users/dyv
[2020-01-29 12:04:49] 12:04:49    20001     22897      0.00      0.00 1762744  595308   4.85  node /users/dyv
[2020-01-29 12:04:50] 12:04:50    20001     22897      0.00      0.00 1762744  595308   4.85  node /users/dyv
[2020-01-29 12:04:51] 12:04:51    20001     22897      2.00      0.00 1762744  595308   4.85  node /users/dyv
[2020-01-29 12:04:52] 12:04:52    20001     22897    392.00      0.00 1762744  595308   4.85  node /users/dyv
[2020-01-29 12:04:53] 12:04:53    20001     22897   5726.00      0.00 1762744  595308   4.85  node /users/dyv
[2020-01-29 12:04:54] 12:04:54    20001     22897    472.00      0.00 1762744  595308   4.85  node /users/dyv
[2020-01-29 12:04:55] 12:04:55    20001     22897    257.00      0.00 1762744  595308   4.85  node /users/dyv
[2020-01-29 12:04:56] 12:04:56    20001     22897   1843.56      0.00 1762744  595308   4.85  node /users/dyv
[2020-01-29 12:04:57] 12:04:57    20001     22897    171.00      0.00 1762744  595308   4.85  node /users/dyv
[2020-01-29 12:04:58] 12:04:58    20001     22897    524.00      0.00 1762744  595308   4.85  node /users/dyv
[2020-01-29 12:04:59] 12:04:59    20001     22897    251.00      0.00 1762744  595308   4.85  node /users/dyv
[2020-01-29 12:05:00] 12:05:00    20001     22897  28485.00      0.00 1763256  595552   4.85  node /users/dyv
[2020-01-29 12:05:01] 12:05:01    20001     22897  25680.00      0.00 1763256  595580   4.85  node /users/dyv
[2020-01-29 12:05:02] 12:05:02    20001     22897  25921.00      0.00 1763256  595588   4.85  node /users/dyv
[2020-01-29 12:05:03] 12:05:03    20001     22897   3146.00      0.00 1763256  595640   4.85  node /users/dyv
[2020-01-29 12:05:04] 12:05:04    20001     22897    611.00      0.00 1763256  595640   4.85  node /users/dyv
[2020-01-29 12:05:05] 12:05:05    20001     22897    515.00      0.00 1763768  596120   4.85  node /users/dyv
[2020-01-29 12:05:06] 12:05:06    20001     22897     70.00      0.00 1763768  596120   4.85  node /users/dyv
[2020-01-29 12:05:07] 12:05:07    20001     22897      3.00      0.00 1763768  596120   4.85  node /users/dyv
[2020-01-29 12:05:08] 12:05:08    20001     22897      2.00      0.00 1763768  596120   4.85  node /users/dyv
[2020-01-29 12:05:09] 12:05:09    20001     22897     85.00      0.00 1763768  596120   4.85  node /users/dyv
[2020-01-29 12:05:10] 12:05:10    20001     22897      9.00      0.00 1763768  596120   4.85  node /users/dyv
[2020-01-29 12:05:11] 12:05:11    20001     22897      1.00      0.00 1763768  596120   4.85  node /users/dyv
[2020-01-29 12:05:12] 12:05:12    20001     22897      0.00      0.00 1763768  596120   4.85  node /users/dyv
[2020-01-29 12:05:13] 12:05:13    20001     22897      2.00      0.00 1763768  596120   4.85  node /users/dyv
[2020-01-29 12:05:14] 12:05:14    20001     22897     85.00      0.00 1763768  596120   4.85  node /users/dyv
[2020-01-29 12:05:15] 12:05:15    20001     22897      0.00      0.00 1763768  596120   4.85  node /users/dyv
[2020-01-29 12:05:16] 12:05:16    20001     22897      0.00      0.00 1763768  596120   4.85  node /users/dyv
[2020-01-29 12:05:17] 12:05:17    20001     22897      0.00      0.00 1763768  596120   4.85  node /users/dyv
[2020-01-29 12:05:18] 12:05:18    20001     22897      0.00      0.00 1763768  596120   4.85  node /users/dyv
[2020-01-29 12:05:19] 12:05:19    20001     22897      0.00      0.00 1763768  596120   4.85  node /users/dyv
[2020-01-29 12:05:20] 12:05:20    20001     22897      0.00      0.00 1763768  596120   4.85  node /users/dyv
[2020-01-29 12:05:21] 12:05:21    20001     22897   3195.00      0.00 1763768  596332   4.85  node /users/dyv
[2020-01-29 12:05:22] 12:05:22    20001     22897    647.00      0.00 1763768  596332   4.85  node /users/dyv
[2020-01-29 12:05:23] 12:05:23    20001     22897   2916.00      0.00 1763768  596332   4.85  node /users/dyv
[2020-01-29 12:05:24] 12:05:24    20001     22897  10146.00      0.00 1764280  596836   4.86  node /users/dyv
[2020-01-29 12:05:25] 12:05:25    20001     22897   1552.00      0.00 1764280  596836   4.86  node /users/dyv
[2020-01-29 12:05:26] 12:05:26    20001     22897    143.00      0.00 1764280  596836   4.86  node /users/dyv
[2020-01-29 12:05:27] 12:05:27    20001     22897    135.00      0.00 1764280  596836   4.86  node /users/dyv
[2020-01-29 12:05:28] 12:05:28    20001     22897    514.00      0.00 1764280  596836   4.86  node /users/dyv
[2020-01-29 12:05:29] 12:05:29    20001     22897    252.00      0.00 1764280  596836   4.86  node /users/dyv
[2020-01-29 12:05:30] 12:05:30    20001     22897  19956.00      0.00 1764792  597092   4.86  node /users/dyv
[2020-01-29 12:05:31] 12:05:31    20001     22897  26305.00      0.00 1764792  597108   4.86  node /users/dyv
[2020-01-29 12:05:32] 12:05:32    20001     22897  24430.00      0.00 1764792  597172   4.86  node /users/dyv
[2020-01-29 12:05:33] 12:05:33    20001     22897   9143.00      0.00 1764792  597216   4.86  node /users/dyv
[2020-01-29 12:05:34] 12:05:34    20001     22897     62.00      0.00 1764792  597224   4.86  node /users/dyv
[2020-01-29 12:05:35] 12:05:35    20001     22897     47.00      0.00 1764792  597224   4.86  node /users/dyv
[2020-01-29 12:05:36] 12:05:36    20001     22897      0.00      0.00 1764792  597224   4.86  node /users/dyv
[2020-01-29 12:05:37] 12:05:37    20001     22897     77.00      0.00 1764792  597224   4.86  node /users/dyv
[2020-01-29 12:05:38] 12:05:38    20001     22897      0.00      0.00 1764792  597224   4.86  node /users/dyv
[2020-01-29 12:05:39] 12:05:39    20001     22897      0.00      0.00 1764792  597224   4.86  node /users/dyv
[2020-01-29 12:05:40] 12:05:40    20001     22897      0.00      0.00 1764792  597224   4.86  node /users/dyv
[2020-01-29 12:05:41] 12:05:41    20001     22897     61.00      0.00 1764792  597224   4.86  node /users/dyv
[2020-01-29 12:05:42] 12:05:42    20001     22897      0.00      0.00 1764792  597224   4.86  node /users/dyv
[2020-01-29 12:05:43] 12:05:43    20001     22897      1.00      0.00 1764792  597224   4.86  node /users/dyv
[2020-01-29 12:05:44] 12:05:44    20001     22897    658.00      0.00 1767352  599660   4.88  node /users/dyv
[2020-01-29 12:05:45] 12:05:45    20001     22897    711.00      0.00 1770424  602564   4.91  node /users/dyv
[2020-01-29 12:05:46] 12:05:46    20001     22897      1.00      0.00 1770424  602564   4.91  node /users/dyv
[2020-01-29 12:05:47] 12:05:47    20001     22897      0.00      0.00 1770424  602564   4.91  node /users/dyv
[2020-01-29 12:05:48] 12:05:48    20001     22897    861.00      0.00 1775032  605576   4.93  node /users/dyv
[2020-01-29 12:05:49] 12:05:49    20001     22897    703.00      0.00 1776568  608480   4.95  node /users/dyv
[2020-01-29 12:05:50] 12:05:50    20001     22897      1.00      0.00 1776568  608480   4.95  node /users/dyv
[2020-01-29 12:05:51] 12:05:51    20001     22897      1.00      0.00 1776568  608480   4.95  node /users/dyv
[2020-01-29 12:05:52] 12:05:52    20001     22897    615.00      0.00 1771448  603764   4.91  node /users/dyv
[2020-01-29 12:05:53] 12:05:53    20001     22897   4319.00      0.00 1771448  604000   4.92  node /users/dyv
[2020-01-29 12:05:54] 12:05:54    20001     22897   3941.00      0.00 1771448  604000   4.92  node /users/dyv
[2020-01-29 12:05:55] 12:05:55    20001     22897    286.00      0.00 1771448  604000   4.92  node /users/dyv
[2020-01-29 12:05:56] 12:05:56    20001     22897   1522.00      0.00 1771448  604000   4.92  node /users/dyv
[2020-01-29 12:05:57] 12:05:57    20001     22897    178.00      0.00 1771448  604000   4.92  node /users/dyv
[2020-01-29 12:05:58] 12:05:58    20001     22897   8396.00      0.00 1768376  600940   4.89  node /users/dyv
[2020-01-29 12:05:59] 12:05:59    20001     22897    281.00      0.00 1768376  600940   4.89  node /users/dyv
[2020-01-29 12:06:00] 12:06:00    20001     22897  18966.00      0.00 1766328  525056   4.27  node /users/dyv
[2020-01-29 12:06:01] 12:06:01    20001     22897  26542.00      0.00 1658496  491072   4.00  node /users/dyv
[2020-01-29 12:06:02] 12:06:02    20001     22897  25196.00      0.00 1659008  491116   4.00  node /users/dyv
[2020-01-29 12:06:03] 12:06:03    20001     22897  23111.00      0.00 1668808  500156   4.07  node /users/dyv
[2020-01-29 12:06:04] 12:06:04    20001     22897  48155.00      0.00 1681588  514036   4.18  node /users/dyv
[2020-01-29 12:06:05] 12:06:05    20001     22897   2617.00      0.00 1668296  500872   4.08  node /users/dyv
[2020-01-29 12:06:06] 12:06:06    20001     22897    384.00      0.00 1668296  500872   4.08  node /users/dyv
[2020-01-29 12:06:07] 12:06:07    20001     22897     54.00      0.00 1668296  500872   4.08  node /users/dyv
[2020-01-29 12:06:08] 12:06:08    20001     22897     32.00      0.00 1668296  500872   4.08  node /users/dyv
[2020-01-29 12:06:09] 12:06:09    20001     22897    535.00      0.00 1668296  500872   4.08  node /users/dyv
[2020-01-29 12:06:10] 12:06:10    20001     22897    185.00      0.00 1668296  500872   4.08  node /users/dyv
[2020-01-29 12:06:11] 12:06:11    20001     22897    885.00      0.00 1668296  500872   4.08  node /users/dyv
[2020-01-29 12:06:12] 12:06:12    20001     22897    172.00      0.00 1668296  500872   4.08  node /users/dyv
[2020-01-29 12:06:13] 12:06:13    20001     22897    162.00      0.00 1668296  500872   4.08  node /users/dyv
[2020-01-29 12:06:14] 12:06:14    20001     22897    420.00      0.00 1668296  500872   4.08  node /users/dyv
[2020-01-29 12:06:15] 12:06:15    20001     22897      0.00      0.00 1668296  500872   4.08  node /users/dyv
[2020-01-29 12:06:16] 12:06:16    20001     22897      0.00      0.00 1668296  500872   4.08  node /users/dyv
[2020-01-29 12:06:17] 12:06:17    20001     22897      0.00      0.00 1668296  500872   4.08  node /users/dyv
[2020-01-29 12:06:18] 12:06:18    20001     22897      0.00      0.00 1668296  500872   4.08  node /users/dyv
[2020-01-29 12:06:19] 12:06:19    20001     22897      4.00      0.00 1668296  500872   4.08  node /users/dyv
[2020-01-29 12:06:20] 12:06:20    20001     22897    476.00      0.00 1668296  500872   4.08  node /users/dyv
[2020-01-29 12:06:21] 12:06:21    20001     22897    153.00      0.00 1668296  500872   4.08  node /users/dyv
[2020-01-29 12:06:22] 12:06:22    20001     22897    175.00      0.00 1668296  500872   4.08  node /users/dyv
[2020-01-29 12:06:23] 12:06:23    20001     22897    152.00      0.00 1668296  500872   4.08  node /users/dyv
[2020-01-29 12:06:24] 12:06:24    20001     22897    806.00      0.00 1668296  500872   4.08  node /users/dyv
[2020-01-29 12:06:25] 12:06:25    20001     22897     13.00      0.00 1668296  500872   4.08  node /users/dyv
[2020-01-29 12:06:26] 12:06:26    20001     22897      3.00      0.00 1668296  500872   4.08  node /users/dyv
[2020-01-29 12:06:27] 12:06:27    20001     22897    650.00      0.00 1670344  502776   4.09  node /users/dyv
[2020-01-29 12:06:28] 12:06:28    20001     22897    109.00      0.00 1670344  502776   4.09  node /users/dyv
[2020-01-29 12:06:29] 12:06:29    20001     22897      9.00      0.00 1670344  502776   4.09  node /users/dyv
[2020-01-29 12:06:30] 12:06:30    20001     22897   5342.00      0.00 1670344  502928   4.09  node /users/dyv
[2020-01-29 12:06:31] 12:06:31    20001     22897  25621.00      0.00 1670344  502928   4.09  node /users/dyv
[2020-01-29 12:06:32] 12:06:32    20001     22897  19560.00      0.00 1670344  502928   4.09  node /users/dyv
[2020-01-29 12:06:33] 12:06:33    20001     22897   4125.00      0.00 1670344  502928   4.09  node /users/dyv
[2020-01-29 12:06:34] 12:06:34    20001     22897      0.00      0.00 1670344  502928   4.09  node /users/dyv
[2020-01-29 12:06:35] 12:06:35    20001     22897      0.00      0.00 1670344  502928   4.09  node /users/dyv
[2020-01-29 12:06:36] 12:06:36    20001     22897      3.00      0.00 1670344  502928   4.09  node /users/dyv
[2020-01-29 12:06:37] 12:06:37    20001     22897      0.00      0.00 1670344  502928   4.09  node /users/dyv
[2020-01-29 12:06:38] 12:06:38    20001     22897     23.00      0.00 1670344  502928   4.09  node /users/dyv
[2020-01-29 12:06:39] 12:06:39    20001     22897     10.00      0.00 1670344  502928   4.09  node /users/dyv
[2020-01-29 12:06:40] 12:06:40    20001     22897     12.00      0.00 1670344  502928   4.09  node /users/dyv
[2020-01-29 12:06:41] 12:06:41    20001     22897      1.00      0.00 1670344  502928   4.09  node /users/dyv
[2020-01-29 12:06:42] 12:06:42    20001     22897      0.00      0.00 1670344  502928   4.09  node /users/dyv
[2020-01-29 12:06:43] 12:06:43    20001     22897     11.00      0.00 1670344  502928   4.09  node /users/dyv
[2020-01-29 12:06:44] 12:06:44    20001     22897     11.00      0.00 1670344  502928   4.09  node /users/dyv
[2020-01-29 12:06:45] 12:06:45    20001     22897      0.00      0.00 1670344  502928   4.09  node /users/dyv
[2020-01-29 12:06:46] 12:06:46    20001     22897      0.00      0.00 1670344  502928   4.09  node /users/dyv
[2020-01-29 12:06:47] 12:06:47    20001     22897     50.00      0.00 1670344  502928   4.09  node /users/dyv
[2020-01-29 12:06:48] 12:06:48    20001     22897      0.00      0.00 1670344  502928   4.09  node /users/dyv
[2020-01-29 12:06:49] 12:06:49    20001     22897      0.00      0.00 1670344  502928   4.09  node /users/dyv
[2020-01-29 12:06:50] 12:06:50    20001     22897      0.00      0.00 1670344  502928   4.09  node /users/dyv
[2020-01-29 12:06:51] 12:06:51    20001     22897      0.00      0.00 1670344  502928   4.09  node /users/dyv
[2020-01-29 12:06:52] 12:06:52    20001     22897      0.00      0.00 1670344  502928   4.09  node /users/dyv
[2020-01-29 12:06:53] 12:06:53    20001     22897      0.00      0.00 1670344  502928   4.09  node /users/dyv
[2020-01-29 12:06:54] 12:06:54    20001     22897      0.00      0.00 1670344  502928   4.09  node /users/dyv
[2020-01-29 12:06:55] 12:06:55    20001     22897      8.00      0.00 1670856  502936   4.09  node /users/dyv
[2020-01-29 12:06:56] 12:06:56    20001     22897      0.00      0.00 1670856  502936   4.09  node /users/dyv
[2020-01-29 12:06:57] 12:06:57    20001     22897      0.00      0.00 1670856  502936   4.09  node /users/dyv
[2020-01-29 12:06:58] 12:06:58    20001     22897      0.00      0.00 1670856  502936   4.09  node /users/dyv
[2020-01-29 12:06:59] 12:06:59    20001     22897      0.00      0.00 1670856  502936   4.09  node /users/dyv
[2020-01-29 12:07:00] 12:07:00    20001     22897    367.00      0.00 1672392  503432   4.10  node /users/dyv
[2020-01-29 12:07:01] 12:07:01    20001     22897     42.00      0.00 1672392  503600   4.10  node /users/dyv
[2020-01-29 12:07:02] 12:07:02    20001     22897     15.00      0.00 1672392  503600   4.10  node /users/dyv
