[2020-01-29 14:02:20] Linux 4.15.0-76-generic (lc-server.bench11.wall2-ilabt-iminds-be.wall1.ilabt.iminds.be) 	01/29/20 	_x86_64_	(16 CPU)
[2020-01-29 14:02:21] 
[2020-01-29 14:02:21] 14:02:20      UID       PID  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
[2020-01-29 14:10:34] 14:10:34    20001     22897     21.00      0.00 1679596  480860   3.91  node /users/dyv
[2020-01-29 14:10:35] 14:10:35    20001     22897    811.00      0.00 1682156  484020   3.94  node /users/dyv
[2020-01-29 14:10:36] 14:10:36    20001     22897    149.00      0.00 1682156  484268   3.94  node /users/dyv
[2020-01-29 14:10:37] 14:10:37    20001     22897    221.00      0.00 1682156  484688   3.95  node /users/dyv
[2020-01-29 14:10:38] 14:10:38    20001     22897    139.00      0.00 1682668  485188   3.95  node /users/dyv
[2020-01-29 14:10:39] 14:10:39    20001     22897     17.00      0.00 1682668  485188   3.95  node /users/dyv
[2020-01-29 14:10:40] 14:10:40    20001     22897      6.00      0.00 1682668  485188   3.95  node /users/dyv
[2020-01-29 14:10:41] 14:10:41    20001     22897     42.00      0.00 1682668  482344   3.93  node /users/dyv
[2020-01-29 14:10:42] 14:10:42    20001     22897   1496.00      0.00 1682668  482924   3.93  node /users/dyv
[2020-01-29 14:10:43] 14:10:43    20001     22897    418.00      0.00 1682668  483856   3.94  node /users/dyv
[2020-01-29 14:10:44] 14:10:44    20001     22897    175.00      0.00 1682668  484372   3.94  node /users/dyv
[2020-01-29 14:10:45] 14:10:45    20001     22897    232.00      0.00 1682668  485404   3.95  node /users/dyv
[2020-01-29 14:10:46] 14:10:46    20001     22897    404.00      0.00 1682668  486108   3.96  node /users/dyv
[2020-01-29 14:10:47] 14:10:47    20001     22897    212.00      0.00 1682668  487156   3.97  node /users/dyv
[2020-01-29 14:10:48] 14:10:48    20001     22897    170.00      0.00 1682668  487684   3.97  node /users/dyv
[2020-01-29 14:10:49] 14:10:49    20001     22897    223.00      0.00 1682668  488736   3.98  node /users/dyv
[2020-01-29 14:10:50] 14:10:50    20001     22897    222.00      0.00 1682668  489512   3.98  node /users/dyv
[2020-01-29 14:10:51] 14:10:51    20001     22897    172.00      0.00 1682668  490300   3.99  node /users/dyv
[2020-01-29 14:10:52] 14:10:52    20001     22897    219.00      0.00 1682668  491092   4.00  node /users/dyv
[2020-01-29 14:10:53] 14:10:53    20001     22897    244.00      0.00 1683180  491868   4.00  node /users/dyv
[2020-01-29 14:10:54] 14:10:54    20001     22897    215.00      0.00 1683180  492920   4.01  node /users/dyv
[2020-01-29 14:10:55] 14:10:55    20001     22897    174.00      0.00 1683180  493448   4.02  node /users/dyv
[2020-01-29 14:10:56] 14:10:56    20001     22897    234.00      0.00 1683180  494468   4.03  node /users/dyv
[2020-01-29 14:10:57] 14:10:57    20001     22897    227.00      0.00 1683180  495248   4.03  node /users/dyv
[2020-01-29 14:10:58] 14:10:58    20001     22897    208.00      0.00 1683180  496036   4.04  node /users/dyv
[2020-01-29 14:10:59] 14:10:59    20001     22897    179.00      0.00 1683180  496828   4.04  node /users/dyv
[2020-01-29 14:11:00] 14:11:00    20001     22897   1486.00      0.00 1683692  500708   4.08  node /users/dyv
[2020-01-29 14:11:01] 14:11:01    20001     22897    144.00      0.00 1683692  501236   4.08  node /users/dyv
[2020-01-29 14:11:02] 14:11:02    20001     22897      7.00      0.00 1683692  501492   4.08  node /users/dyv
[2020-01-29 14:11:03] 14:11:03    20001     22897     22.00      0.00 1683692  501492   4.08  node /users/dyv
[2020-01-29 14:11:04] 14:11:04    20001     22897    281.00      0.00 1683692  501788   4.08  node /users/dyv
[2020-01-29 14:11:05] 14:11:05    20001     22897   5572.00      0.00 1685228  486804   3.96  node /users/dyv
[2020-01-29 14:11:06] 14:11:06    20001     22897    520.00      0.00 1685228  487220   3.97  node /users/dyv
[2020-01-29 14:11:07] 14:11:07    20001     22897    261.00      0.00 1685740  487912   3.97  node /users/dyv
[2020-01-29 14:11:08] 14:11:08    20001     22897     22.00      0.00 1685740  487912   3.97  node /users/dyv
[2020-01-29 14:11:09] 14:11:09    20001     22897    177.00      0.00 1685740  488648   3.98  node /users/dyv
[2020-01-29 14:11:10] 14:11:10    20001     22897     63.00      0.00 1685740  488904   3.98  node /users/dyv
[2020-01-29 14:11:11] 14:11:11    20001     22897      3.00      0.00 1685740  488904   3.98  node /users/dyv
[2020-01-29 14:11:12] 14:11:12    20001     22897     13.00      0.00 1685740  488904   3.98  node /users/dyv
[2020-01-29 14:11:13] 14:11:13    20001     22897    142.00      0.00 1685740  489344   3.98  node /users/dyv
[2020-01-29 14:11:14] 14:11:14    20001     22897    196.00      0.00 1685740  490120   3.99  node /users/dyv
[2020-01-29 14:11:15] 14:11:15    20001     22897    174.00      0.00 1685740  490900   4.00  node /users/dyv
[2020-01-29 14:11:16] 14:11:16    20001     22897    199.00      0.00 1685740  491676   4.00  node /users/dyv
[2020-01-29 14:11:17] 14:11:17    20001     22897    225.00      0.00 1685740  492392   4.01  node /users/dyv
[2020-01-29 14:11:18] 14:11:18    20001     22897    201.00      0.00 1685740  493168   4.01  node /users/dyv
[2020-01-29 14:11:19] 14:11:19    20001     22897    174.00      0.00 1685740  493952   4.02  node /users/dyv
[2020-01-29 14:11:20] 14:11:20    20001     22897    212.00      0.00 1685740  494672   4.03  node /users/dyv
[2020-01-29 14:11:21] 14:11:21    20001     22897   1728.00      0.00 1686252  495728   4.04  node /users/dyv
[2020-01-29 14:11:22] 14:11:22    20001     22897    234.00      0.00 1686764  496456   4.04  node /users/dyv
[2020-01-29 14:11:23] 14:11:23    20001     22897    175.00      0.00 1686764  497224   4.05  node /users/dyv
[2020-01-29 14:11:24] 14:11:24    20001     22897    226.00      0.00 1687276  497984   4.05  node /users/dyv
[2020-01-29 14:11:25] 14:11:25    20001     22897    249.00      0.00 1687788  498972   4.06  node /users/dyv
[2020-01-29 14:11:26] 14:11:26    20001     22897    264.00      0.00 1687788  485616   3.95  node /users/dyv
[2020-01-29 14:11:27] 14:11:27    20001     22897    398.00      0.00 1687788  486240   3.96  node /users/dyv
[2020-01-29 14:11:28] 14:11:28    20001     22897    229.00      0.00 1687788  486224   3.96  node /users/dyv
[2020-01-29 14:11:29] 14:11:29    20001     22897    260.00      0.00 1687788  485872   3.96  node /users/dyv
[2020-01-29 14:11:30] 14:11:30    20001     22897   1850.00      0.00 1687788  489892   3.99  node /users/dyv
[2020-01-29 14:11:31] 14:11:31    20001     22897      4.00      0.00 1687788  489892   3.99  node /users/dyv
[2020-01-29 14:11:32] 14:11:32    20001     22897     17.00      0.00 1687788  489892   3.99  node /users/dyv
[2020-01-29 14:11:33] 14:11:33    20001     22897     48.00      0.00 1687788  490112   3.99  node /users/dyv
[2020-01-29 14:11:34] 14:11:34    20001     22897      9.00      0.00 1687788  490112   3.99  node /users/dyv
[2020-01-29 14:11:35] 14:11:35    20001     22897   1826.73      0.00 1687788  492004   4.01  node /users/dyv
[2020-01-29 14:11:36] 14:11:36    20001     22897     66.00      0.00 1687788  492284   4.01  node /users/dyv
[2020-01-29 14:11:37] 14:11:37    20001     22897      4.00      0.00 1687788  492284   4.01  node /users/dyv
[2020-01-29 14:11:38] 14:11:38    20001     22897     88.00      0.00 1687788  492364   4.01  node /users/dyv
[2020-01-29 14:11:39] 14:11:39    20001     22897      3.00      0.00 1687788  492364   4.01  node /users/dyv
[2020-01-29 14:11:40] 14:11:40    20001     22897     11.00      0.00 1687788  492364   4.01  node /users/dyv
[2020-01-29 14:11:41] 14:11:41    20001     22897     70.00      0.00 1688300  492496   4.01  node /users/dyv
[2020-01-29 14:11:42] 14:11:42    20001     22897    167.00      0.00 1688300  492840   4.01  node /users/dyv
[2020-01-29 14:11:43] 14:11:43    20001     22897    325.00      0.00 1688300  493636   4.02  node /users/dyv
[2020-01-29 14:11:44] 14:11:44    20001     22897    228.00      0.00 1688300  494416   4.02  node /users/dyv
[2020-01-29 14:11:45] 14:11:45    20001     22897    235.00      0.00 1688300  495464   4.03  node /users/dyv
[2020-01-29 14:11:46] 14:11:46    20001     22897    224.00      0.00 1688300  496256   4.04  node /users/dyv
[2020-01-29 14:11:47] 14:11:47    20001     22897    175.00      0.00 1688300  497048   4.05  node /users/dyv
[2020-01-29 14:11:48] 14:11:48    20001     22897    222.00      0.00 1688300  497768   4.05  node /users/dyv
[2020-01-29 14:11:49] 14:11:49    20001     22897    234.00      0.00 1688300  498728   4.06  node /users/dyv
[2020-01-29 14:11:50] 14:11:50    20001     22897    348.00      0.00 1688300  499520   4.07  node /users/dyv
[2020-01-29 14:11:51] 14:11:51    20001     22897    173.00      0.00 1688300  500312   4.07  node /users/dyv
[2020-01-29 14:11:52] 14:11:52    20001     22897    219.00      0.00 1688300  501040   4.08  node /users/dyv
[2020-01-29 14:11:53] 14:11:53    20001     22897    235.00      0.00 1688300  502000   4.09  node /users/dyv
[2020-01-29 14:11:54] 14:11:54    20001     22897    229.00      0.00 1688300  502696   4.09  node /users/dyv
[2020-01-29 14:11:55] 14:11:55    20001     22897    220.00      0.00 1688300  503688   4.10  node /users/dyv
[2020-01-29 14:11:56] 14:11:56    20001     22897    178.00      0.00 1688300  504216   4.10  node /users/dyv
[2020-01-29 14:11:57] 14:11:57    20001     22897    246.00      0.00 1688300  505164   4.11  node /users/dyv
[2020-01-29 14:11:58] 14:11:58    20001     22897    251.00      0.00 1688300  506112   4.12  node /users/dyv
[2020-01-29 14:11:59] 14:11:59    20001     22897    223.00      0.00 1688300  506900   4.13  node /users/dyv
[2020-01-29 14:12:00] 14:12:00    20001     22897    915.00      0.00 1688300  509780   4.15  node /users/dyv
[2020-01-29 14:12:01] 14:12:01    20001     22897      7.00      0.00 1688300  509780   4.15  node /users/dyv
[2020-01-29 14:12:02] 14:12:02    20001     22897     35.00      0.00 1688300  509952   4.15  node /users/dyv
[2020-01-29 14:12:03] 14:12:03    20001     22897      3.00      0.00 1688300  509952   4.15  node /users/dyv
[2020-01-29 14:12:04] 14:12:04    20001     22897    168.00      0.00 1688300  510416   4.16  node /users/dyv
[2020-01-29 14:12:05] 14:12:05    20001     22897   5068.00      0.00 1688300  491276   4.00  node /users/dyv
[2020-01-29 14:12:06] 14:12:06    20001     22897      7.00      0.00 1688300  491276   4.00  node /users/dyv
[2020-01-29 14:12:07] 14:12:07    20001     22897     25.00      0.00 1688812  491276   4.00  node /users/dyv
[2020-01-29 14:12:08] 14:12:08    20001     22897     46.00      0.00 1688812  491424   4.00  node /users/dyv
[2020-01-29 14:12:09] 14:12:09    20001     22897    110.00      0.00 1688812  491952   4.00  node /users/dyv
[2020-01-29 14:12:10] 14:12:10    20001     22897      4.00      0.00 1688812  491952   4.00  node /users/dyv
[2020-01-29 14:12:11] 14:12:11    20001     22897      4.00      0.00 1688812  491952   4.00  node /users/dyv
[2020-01-29 14:12:12] 14:12:12    20001     22897      4.00      0.00 1688812  491952   4.00  node /users/dyv
[2020-01-29 14:12:13] 14:12:13    20001     22897    216.00      0.00 1688812  492844   4.01  node /users/dyv
[2020-01-29 14:12:14] 14:12:14    20001     22897    205.00      0.00 1688812  493636   4.02  node /users/dyv
[2020-01-29 14:12:15] 14:12:15    20001     22897    209.00      0.00 1688812  494416   4.02  node /users/dyv
[2020-01-29 14:12:16] 14:12:16    20001     22897    177.00      0.00 1688812  495208   4.03  node /users/dyv
[2020-01-29 14:12:17] 14:12:17    20001     22897    221.00      0.00 1688812  496000   4.04  node /users/dyv
[2020-01-29 14:12:18] 14:12:18    20001     22897    214.00      0.00 1688812  496772   4.04  node /users/dyv
[2020-01-29 14:12:19] 14:12:19    20001     22897    226.00      0.00 1688812  497828   4.05  node /users/dyv
[2020-01-29 14:12:20] 14:12:20    20001     22897    200.00      0.00 1688812  498620   4.06  node /users/dyv
[2020-01-29 14:12:21] 14:12:21    20001     22897    176.00      0.00 1688812  499412   4.07  node /users/dyv
[2020-01-29 14:12:22] 14:12:22    20001     22897    220.00      0.00 1688812  500204   4.07  node /users/dyv
[2020-01-29 14:12:23] 14:12:23    20001     22897    300.00      0.00 1688812  500976   4.08  node /users/dyv
[2020-01-29 14:12:24] 14:12:24    20001     22897    208.00      0.00 1688812  501748   4.08  node /users/dyv
[2020-01-29 14:12:25] 14:12:25    20001     22897    226.00      0.00 1688812  488368   3.98  node /users/dyv
[2020-01-29 14:12:26] 14:12:26    20001     22897    176.00      0.00 1688812  488896   3.98  node /users/dyv
[2020-01-29 14:12:27] 14:12:27    20001     22897    232.00      0.00 1688812  488864   3.98  node /users/dyv
[2020-01-29 14:12:28] 14:12:28    20001     22897    208.00      0.00 1688812  489640   3.99  node /users/dyv
[2020-01-29 14:12:29] 14:12:29    20001     22897    217.00      0.00 1688812  490416   3.99  node /users/dyv
[2020-01-29 14:12:30] 14:12:30    20001     22897    863.00      0.00 1688812  493300   4.02  node /users/dyv
[2020-01-29 14:12:31] 14:12:31    20001     22897    121.00      0.00 1688812  493820   4.02  node /users/dyv
[2020-01-29 14:12:32] 14:12:32    20001     22897    132.00      0.00 1688812  494348   4.02  node /users/dyv
[2020-01-29 14:12:33] 14:12:33    20001     22897     13.00      0.00 1688812  494348   4.02  node /users/dyv
[2020-01-29 14:12:34] 14:12:34    20001     22897    177.00      0.00 1688812  495140   4.03  node /users/dyv
[2020-01-29 14:12:35] 14:12:35    20001     22897    143.00      0.00 1688812  495420   4.03  node /users/dyv
[2020-01-29 14:12:36] 14:12:36    20001     22897      4.00      0.00 1688812  495420   4.03  node /users/dyv
[2020-01-29 14:12:37] 14:12:37    20001     22897      4.00      0.00 1688812  495420   4.03  node /users/dyv
[2020-01-29 14:12:38] 14:12:38    20001     22897      3.00      0.00 1688812  495420   4.03  node /users/dyv
[2020-01-29 14:12:39] 14:12:39    20001     22897      0.00      0.00 1688812  495420   4.03  node /users/dyv
[2020-01-29 14:12:40] 14:12:40    20001     22897      9.00      0.00 1688812  495420   4.03  node /users/dyv
[2020-01-29 14:12:41] 14:12:41    20001     22897      0.00      0.00 1688812  495420   4.03  node /users/dyv
[2020-01-29 14:12:42] 14:12:42    20001     22897    793.00      0.00 1688812  495420   4.03  node /users/dyv
[2020-01-29 14:12:43] 14:12:43    20001     22897   1061.00      0.00 1688812  495528   4.03  node /users/dyv
[2020-01-29 14:12:44] 14:12:44    20001     22897    181.00      0.00 1688812  496068   4.04  node /users/dyv
[2020-01-29 14:12:45] 14:12:45    20001     22897    250.00      0.00 1688812  496956   4.05  node /users/dyv
[2020-01-29 14:12:46] 14:12:46    20001     22897    239.00      0.00 1688812  497876   4.05  node /users/dyv
[2020-01-29 14:12:47] 14:12:47    20001     22897    232.00      0.00 1688812  498568   4.06  node /users/dyv
[2020-01-29 14:12:48] 14:12:48    20001     22897    186.00      0.00 1688812  499340   4.06  node /users/dyv
[2020-01-29 14:12:49] 14:12:49    20001     22897    252.00      0.00 1688812  500248   4.07  node /users/dyv
[2020-01-29 14:12:50] 14:12:50    20001     22897    655.00      0.00 1688812  501620   4.08  node /users/dyv
[2020-01-29 14:12:51] 14:12:51    20001     22897    182.00      0.00 1688812  502340   4.09  node /users/dyv
[2020-01-29 14:12:52] 14:12:52    20001     22897    232.00      0.00 1688812  503304   4.10  node /users/dyv
[2020-01-29 14:12:53] 14:12:53    20001     22897    248.00      0.00 1688812  503952   4.10  node /users/dyv
[2020-01-29 14:12:54] 14:12:54    20001     22897    233.00      0.00 1688812  504900   4.11  node /users/dyv
[2020-01-29 14:12:55] 14:12:55    20001     22897    233.00      0.00 1688812  505672   4.12  node /users/dyv
[2020-01-29 14:12:56] 14:12:56    20001     22897    185.00      0.00 1688812  506352   4.12  node /users/dyv
[2020-01-29 14:12:57] 14:12:57    20001     22897    262.00      0.00 1688812  507272   4.13  node /users/dyv
[2020-01-29 14:12:58] 14:12:58    20001     22897    254.00      0.00 1688812  508180   4.14  node /users/dyv
[2020-01-29 14:12:59] 14:12:59    20001     22897    232.00      0.00 1688812  508864   4.14  node /users/dyv
[2020-01-29 14:13:00] 14:13:00    20001     22897   1257.00      0.00 1688812  511736   4.17  node /users/dyv
[2020-01-29 14:13:01] 14:13:01    20001     22897    119.00      0.00 1688812  512204   4.17  node /users/dyv
[2020-01-29 14:13:02] 14:13:02    20001     22897    159.00      0.00 1688812  512652   4.17  node /users/dyv
[2020-01-29 14:13:03] 14:13:03    20001     22897     33.00      0.00 1688812  512888   4.18  node /users/dyv
[2020-01-29 14:13:04] 14:13:04    20001     22897    194.00      0.00 1688812  513652   4.18  node /users/dyv
[2020-01-29 14:13:05] 14:13:05    20001     22897   5696.00      0.00 1688812  492372   4.01  node /users/dyv
[2020-01-29 14:13:06] 14:13:06    20001     22897     31.00      0.00 1688812  492372   4.01  node /users/dyv
[2020-01-29 14:13:07] 14:13:07    20001     22897      4.00      0.00 1688812  492420   4.01  node /users/dyv
[2020-01-29 14:13:08] 14:13:08    20001     22897      5.00      0.00 1688812  492420   4.01  node /users/dyv
[2020-01-29 14:13:09] 14:13:09    20001     22897     32.00      0.00 1688812  492420   4.01  node /users/dyv
[2020-01-29 14:13:10] 14:13:10    20001     22897      4.00      0.00 1688812  492420   4.01  node /users/dyv
[2020-01-29 14:13:11] 14:13:11    20001     22897     51.00      0.00 1688812  489348   3.98  node /users/dyv
[2020-01-29 14:13:12] 14:13:12    20001     22897    154.00      0.00 1688812  488548   3.98  node /users/dyv
[2020-01-29 14:13:13] 14:13:13    20001     22897    482.00      0.00 1679084  479076   3.90  node /users/dyv
[2020-01-29 14:13:14] 14:13:14    20001     22897    297.00      0.00 1678572  478588   3.90  node /users/dyv
[2020-01-29 14:13:15] 14:13:15    20001     22897    228.00      0.00 1678572  478452   3.89  node /users/dyv
[2020-01-29 14:13:16] 14:13:16    20001     22897    241.00      0.00 1678572  478480   3.90  node /users/dyv
[2020-01-29 14:13:17] 14:13:17    20001     22897    239.00      0.00 1678572  478248   3.89  node /users/dyv
[2020-01-29 14:13:18] 14:13:18    20001     22897    226.00      0.00 1678572  478280   3.89  node /users/dyv
[2020-01-29 14:13:19] 14:13:19    20001     22897    194.00      0.00 1678572  479072   3.90  node /users/dyv
[2020-01-29 14:13:20] 14:13:20    20001     22897    221.00      0.00 1678572  478840   3.90  node /users/dyv
[2020-01-29 14:13:21] 14:13:21    20001     22897    226.00      0.00 1678572  478600   3.90  node /users/dyv
[2020-01-29 14:13:22] 14:13:22    20001     22897    235.00      0.00 1678572  478580   3.90  node /users/dyv
[2020-01-29 14:13:23] 14:13:23    20001     22897    211.00      0.00 1678572  478348   3.89  node /users/dyv
[2020-01-29 14:13:24] 14:13:24    20001     22897    220.00      0.00 1678572  478372   3.89  node /users/dyv
[2020-01-29 14:13:25] 14:13:25    20001     22897    188.00      0.00 1678572  478900   3.90  node /users/dyv
[2020-01-29 14:13:26] 14:13:26    20001     22897    243.00      0.00 1679084  478900   3.90  node /users/dyv
[2020-01-29 14:13:27] 14:13:27    20001     22897    251.00      0.00 1679596  478932   3.90  node /users/dyv
[2020-01-29 14:13:28] 14:13:28    20001     22897    244.00      0.00 1679596  478700   3.90  node /users/dyv
[2020-01-29 14:13:29] 14:13:29    20001     22897    232.00      0.00 1679596  478736   3.90  node /users/dyv
[2020-01-29 14:13:30] 14:13:30    20001     22897   1084.00      0.00 1680108  480840   3.91  node /users/dyv
[2020-01-29 14:13:31] 14:13:31    20001     22897    156.00      0.00 1680108  480840   3.91  node /users/dyv
[2020-01-29 14:13:32] 14:13:32    20001     22897    285.00      0.00 1680108  480936   3.92  node /users/dyv
[2020-01-29 14:13:33] 14:13:33    20001     22897     26.00      0.00 1680108  480936   3.92  node /users/dyv
[2020-01-29 14:13:34] 14:13:34    20001     22897     38.00      0.00 1680108  481172   3.92  node /users/dyv
[2020-01-29 14:13:35] 14:13:35    20001     22897    880.00      0.00 1682156  484324   3.94  node /users/dyv
[2020-01-29 14:13:36] 14:13:36    20001     22897    296.00      0.00 1682156  485104   3.95  node /users/dyv
[2020-01-29 14:13:37] 14:13:37    20001     22897     85.00      0.00 1683180  485368   3.95  node /users/dyv
[2020-01-29 14:13:38] 14:13:38    20001     22897      9.00      0.00 1683180  485368   3.95  node /users/dyv
[2020-01-29 14:13:39] 14:13:39    20001     22897     66.00      0.00 1683180  485692   3.95  node /users/dyv
[2020-01-29 14:13:40] 14:13:40    20001     22897      4.00      0.00 1683180  485692   3.95  node /users/dyv
[2020-01-29 14:13:41] 14:13:41    20001     22897      4.00      0.00 1683180  485692   3.95  node /users/dyv
[2020-01-29 14:13:42] 14:13:42    20001     22897     43.00      0.00 1683180  482656   3.93  node /users/dyv
[2020-01-29 14:13:43] 14:13:43    20001     22897    263.00      0.00 1683180  483800   3.94  node /users/dyv
[2020-01-29 14:13:44] 14:13:44    20001     22897    244.00      0.00 1683180  484856   3.95  node /users/dyv
[2020-01-29 14:13:45] 14:13:45    20001     22897    245.00      0.00 1683180  485648   3.95  node /users/dyv
[2020-01-29 14:13:46] 14:13:46    20001     22897    229.00      0.00 1683180  486704   3.96  node /users/dyv
[2020-01-29 14:13:47] 14:13:47    20001     22897    187.13      0.00 1683180  487496   3.97  node /users/dyv
[2020-01-29 14:13:48] 14:13:48    20001     22897    245.00      0.00 1683180  488288   3.97  node /users/dyv
[2020-01-29 14:13:49] 14:13:49    20001     22897    273.00      0.00 1684204  489344   3.98  node /users/dyv
[2020-01-29 14:13:50] 14:13:50    20001     22897    249.00      0.00 1684204  490400   3.99  node /users/dyv
[2020-01-29 14:13:51] 14:13:51    20001     22897    238.00      0.00 1684204  491456   4.00  node /users/dyv
[2020-01-29 14:13:52] 14:13:52    20001     22897    234.00      0.00 1684204  492248   4.01  node /users/dyv
[2020-01-29 14:13:53] 14:13:53    20001     22897    374.00      0.00 1684204  493012   4.01  node /users/dyv
[2020-01-29 14:13:54] 14:13:54    20001     22897    251.00      0.00 1684204  494016   4.02  node /users/dyv
[2020-01-29 14:13:55] 14:13:55    20001     22897    261.00      0.00 1684204  495072   4.03  node /users/dyv
[2020-01-29 14:13:56] 14:13:56    20001     22897    276.00      0.00 1684204  496068   4.04  node /users/dyv
[2020-01-29 14:13:57] 14:13:57    20001     22897    314.00      0.00 1684204  497136   4.05  node /users/dyv
[2020-01-29 14:13:58] 14:13:58    20001     22897    243.00      0.00 1684204  497928   4.05  node /users/dyv
[2020-01-29 14:13:59] 14:13:59    20001     22897    253.00      0.00 1684204  498984   4.06  node /users/dyv
[2020-01-29 14:14:00] 14:14:00    20001     22897    956.00      0.00 1684716  501960   4.09  node /users/dyv
[2020-01-29 14:14:01] 14:14:01    20001     22897    120.00      0.00 1685228  502488   4.09  node /users/dyv
[2020-01-29 14:14:02] 14:14:02    20001     22897     50.00      0.00 1685228  502752   4.09  node /users/dyv
[2020-01-29 14:14:03] 14:14:03    20001     22897    191.00      0.00 1685228  503544   4.10  node /users/dyv
[2020-01-29 14:14:04] 14:14:04    20001     22897     44.00      0.00 1685740  503544   4.10  node /users/dyv
[2020-01-29 14:14:05] 14:14:05    20001     22897    707.00      0.00 1685740  489116   3.98  node /users/dyv
[2020-01-29 14:14:06] 14:14:06    20001     22897      0.00      0.00 1685740  489116   3.98  node /users/dyv
[2020-01-29 14:14:07] 14:14:07    20001     22897      0.00      0.00 1685740  489116   3.98  node /users/dyv
[2020-01-29 14:14:08] 14:14:08    20001     22897     31.00      0.00 1685740  489116   3.98  node /users/dyv
[2020-01-29 14:14:09] 14:14:09    20001     22897      0.00      0.00 1685740  489116   3.98  node /users/dyv
[2020-01-29 14:14:10] 14:14:10    20001     22897      0.00      0.00 1685740  489116   3.98  node /users/dyv
[2020-01-29 14:14:11] 14:14:11    20001     22897     24.00      0.00 1685740  489364   3.98  node /users/dyv
[2020-01-29 14:14:12] 14:14:12    20001     22897      0.00      0.00 1685740  489364   3.98  node /users/dyv
[2020-01-29 14:14:13] 14:14:13    20001     22897     99.00      0.00 1685740  489624   3.99  node /users/dyv
[2020-01-29 14:14:14] 14:14:14    20001     22897    187.00      0.00 1685740  490416   3.99  node /users/dyv
[2020-01-29 14:14:15] 14:14:15    20001     22897    187.00      0.00 1685740  491188   4.00  node /users/dyv
[2020-01-29 14:14:16] 14:14:16    20001     22897     75.00      0.00 1685740  485216   3.95  node /users/dyv
[2020-01-29 14:14:17] 14:14:17    20001     22897    186.00      0.00 1685740  486008   3.96  node /users/dyv
[2020-01-29 14:14:18] 14:14:18    20001     22897    220.00      0.00 1685740  485776   3.95  node /users/dyv
[2020-01-29 14:14:19] 14:14:19    20001     22897    219.00      0.00 1685740  485808   3.95  node /users/dyv
[2020-01-29 14:14:20] 14:14:20    20001     22897    222.00      0.00 1685740  485576   3.95  node /users/dyv
[2020-01-29 14:14:21] 14:14:21    20001     22897    708.00      0.00 1685740  485484   3.95  node /users/dyv
[2020-01-29 14:14:22] 14:14:22    20001     22897   1226.00      0.00 1685740  485348   3.95  node /users/dyv
[2020-01-29 14:14:23] 14:14:23    20001     22897    204.00      0.00 1685740  485980   3.96  node /users/dyv
[2020-01-29 14:14:24] 14:14:24    20001     22897    295.00      0.00 1685740  485964   3.96  node /users/dyv
[2020-01-29 14:14:25] 14:14:25    20001     22897    258.00      0.00 1685740  485588   3.95  node /users/dyv
[2020-01-29 14:14:26] 14:14:26    20001     22897    266.00      0.00 1685740  485724   3.95  node /users/dyv
[2020-01-29 14:14:27] 14:14:27    20001     22897    267.00      0.00 1685740  485348   3.95  node /users/dyv
[2020-01-29 14:14:28] 14:14:28    20001     22897    269.00      0.00 1685740  485336   3.95  node /users/dyv
[2020-01-29 14:14:29] 14:14:29    20001     22897    203.00      0.00 1685740  486028   3.96  node /users/dyv
[2020-01-29 14:14:30] 14:14:30    20001     22897   1767.00      0.00 1685740  487328   3.97  node /users/dyv
[2020-01-29 14:14:31] 14:14:31    20001     22897    220.00      0.00 1685740  488004   3.97  node /users/dyv
[2020-01-29 14:14:32] 14:14:32    20001     22897     77.00      0.00 1685740  488240   3.97  node /users/dyv
[2020-01-29 14:14:33] 14:14:33    20001     22897    164.00      0.00 1685740  488820   3.98  node /users/dyv
[2020-01-29 14:14:34] 14:14:34    20001     22897    189.00      0.00 1685740  489220   3.98  node /users/dyv
[2020-01-29 14:14:35] 14:14:35    20001     22897   1160.00      0.00 1686252  489552   3.99  node /users/dyv
[2020-01-29 14:14:36] 14:14:36    20001     22897     20.00      0.00 1686252  489552   3.99  node /users/dyv
[2020-01-29 14:14:37] 14:14:37    20001     22897      4.00      0.00 1686252  489552   3.99  node /users/dyv
[2020-01-29 14:14:38] 14:14:38    20001     22897      5.00      0.00 1686252  489552   3.99  node /users/dyv
[2020-01-29 14:14:39] 14:14:39    20001     22897     51.00      0.00 1686252  489552   3.99  node /users/dyv
[2020-01-29 14:14:40] 14:14:40    20001     22897      5.00      0.00 1686252  489552   3.99  node /users/dyv
[2020-01-29 14:14:41] 14:14:41    20001     22897     62.00      0.00 1686252  489640   3.99  node /users/dyv
[2020-01-29 14:14:42] 14:14:42    20001     22897    173.00      0.00 1686252  490060   3.99  node /users/dyv
[2020-01-29 14:14:43] 14:14:43    20001     22897    253.00      0.00 1686252  490980   4.00  node /users/dyv
[2020-01-29 14:14:44] 14:14:44    20001     22897    247.00      0.00 1686252  491928   4.00  node /users/dyv
[2020-01-29 14:14:45] 14:14:45    20001     22897    195.00      0.00 1686252  492704   4.01  node /users/dyv
[2020-01-29 14:14:46] 14:14:46    20001     22897    295.00      0.00 1686252  493484   4.02  node /users/dyv
[2020-01-29 14:14:47] 14:14:47    20001     22897    261.00      0.00 1686252  494392   4.02  node /users/dyv
[2020-01-29 14:14:48] 14:14:48    20001     22897    291.00      0.00 1686252  495344   4.03  node /users/dyv
