[2020-01-29 14:02:20] Linux 4.15.0-76-generic (lc-server.bench11.wall2-ilabt-iminds-be.wall1.ilabt.iminds.be) 	01/29/20 	_x86_64_	(16 CPU)
[2020-01-29 14:02:21] 
[2020-01-29 14:02:21] 14:02:20      UID       PID  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
[2020-01-29 14:06:18] 14:06:18    20001     22897    174.00      0.00 1688812  488872   3.98  node /users/dyv
[2020-01-29 14:06:19] 14:06:19    20001     22897    141.00      0.00 1688812  489392   3.98  node /users/dyv
[2020-01-29 14:06:20] 14:06:20    20001     22897    168.00      0.00 1688812  489148   3.98  node /users/dyv
[2020-01-29 14:06:21] 14:06:21    20001     22897    140.00      0.00 1688812  489668   3.99  node /users/dyv
[2020-01-29 14:06:22] 14:06:22    20001     22897    162.00      0.00 1688812  489140   3.98  node /users/dyv
[2020-01-29 14:06:23] 14:06:23    20001     22897    179.00      0.00 1688812  488852   3.98  node /users/dyv
[2020-01-29 14:06:24] 14:06:24    20001     22897    149.00      0.00 1688812  489372   3.98  node /users/dyv
[2020-01-29 14:06:25] 14:06:25    20001     22897    183.00      0.00 1688812  489108   3.98  node /users/dyv
[2020-01-29 14:06:26] 14:06:26    20001     22897    175.00      0.00 1688812  488820   3.98  node /users/dyv
[2020-01-29 14:06:27] 14:06:27    20001     22897    146.00      0.00 1688812  489344   3.98  node /users/dyv
[2020-01-29 14:06:28] 14:06:28    20001     22897    178.00      0.00 1688812  488816   3.98  node /users/dyv
[2020-01-29 14:06:29] 14:06:29    20001     22897    143.00      0.00 1688812  489600   3.99  node /users/dyv
[2020-01-29 14:06:30] 14:06:30    20001     22897   1095.00      0.00 1688812  489960   3.99  node /users/dyv
[2020-01-29 14:06:31] 14:06:31    20001     22897    143.00      0.00 1688812  490480   3.99  node /users/dyv
[2020-01-29 14:06:32] 14:06:32    20001     22897     53.00      0.00 1688812  490740   3.99  node /users/dyv
[2020-01-29 14:06:33] 14:06:33    20001     22897     22.00      0.00 1688812  490740   3.99  node /users/dyv
[2020-01-29 14:06:34] 14:06:34    20001     22897    143.00      0.00 1688812  491240   4.00  node /users/dyv
[2020-01-29 14:06:35] 14:06:35    20001     22897    531.00      0.00 1688812  492708   4.01  node /users/dyv
[2020-01-29 14:06:36] 14:06:36    20001     22897      0.00      0.00 1688812  492708   4.01  node /users/dyv
[2020-01-29 14:06:37] 14:06:37    20001     22897      1.00      0.00 1688812  492708   4.01  node /users/dyv
[2020-01-29 14:06:38] 14:06:38    20001     22897      3.00      0.00 1688812  492708   4.01  node /users/dyv
[2020-01-29 14:06:39] 14:06:39    20001     22897      9.00      0.00 1688812  492708   4.01  node /users/dyv
[2020-01-29 14:06:40] 14:06:40    20001     22897      1.00      0.00 1688812  492708   4.01  node /users/dyv
[2020-01-29 14:06:41] 14:06:41    20001     22897      4.00      0.00 1688812  492708   4.01  node /users/dyv
[2020-01-29 14:06:42] 14:06:42    20001     22897      0.00      0.00 1688812  489636   3.99  node /users/dyv
[2020-01-29 14:06:43] 14:06:43    20001     22897     32.00      0.00 1688812  489800   3.99  node /users/dyv
[2020-01-29 14:06:44] 14:06:44    20001     22897    147.00      0.00 1688812  490324   3.99  node /users/dyv
[2020-01-29 14:06:45] 14:06:45    20001     22897    185.00      0.00 1688812  491088   4.00  node /users/dyv
[2020-01-29 14:06:46] 14:06:46    20001     22897    143.00      0.00 1688812  491616   4.00  node /users/dyv
[2020-01-29 14:06:47] 14:06:47    20001     22897    182.00      0.00 1688812  492344   4.01  node /users/dyv
[2020-01-29 14:06:48] 14:06:48    20001     22897    178.00      0.00 1688812  492872   4.01  node /users/dyv
[2020-01-29 14:06:49] 14:06:49    20001     22897    143.00      0.00 1688812  493600   4.02  node /users/dyv
[2020-01-29 14:06:50] 14:06:50    20001     22897    169.00      0.00 1688812  494124   4.02  node /users/dyv
[2020-01-29 14:06:51] 14:06:51    20001     22897    144.00      0.00 1688812  494648   4.03  node /users/dyv
[2020-01-29 14:06:52] 14:06:52    20001     22897    166.00      0.00 1688812  495424   4.03  node /users/dyv
[2020-01-29 14:06:53] 14:06:53    20001     22897    175.00      0.00 1688812  495944   4.04  node /users/dyv
[2020-01-29 14:06:54] 14:06:54    20001     22897    143.00      0.00 1688812  496688   4.04  node /users/dyv
[2020-01-29 14:06:55] 14:06:55    20001     22897    185.00      0.00 1688812  497180   4.05  node /users/dyv
[2020-01-29 14:06:56] 14:06:56    20001     22897    178.00      0.00 1688812  497972   4.05  node /users/dyv
[2020-01-29 14:06:57] 14:06:57    20001     22897    147.00      0.00 1688812  498452   4.06  node /users/dyv
[2020-01-29 14:06:58] 14:06:58    20001     22897    178.00      0.00 1688812  499208   4.06  node /users/dyv
[2020-01-29 14:06:59] 14:06:59    20001     22897    147.00      0.00 1688812  499732   4.07  node /users/dyv
[2020-01-29 14:07:00] 14:07:00    20001     22897    944.00      0.00 1688812  503388   4.10  node /users/dyv
[2020-01-29 14:07:01] 14:07:01    20001     22897    146.00      0.00 1688812  503916   4.10  node /users/dyv
[2020-01-29 14:07:02] 14:07:02    20001     22897     29.00      0.00 1688812  503916   4.10  node /users/dyv
[2020-01-29 14:07:03] 14:07:03    20001     22897     37.00      0.00 1688812  504096   4.10  node /users/dyv
[2020-01-29 14:07:04] 14:07:04    20001     22897      1.00      0.00 1688812  504096   4.10  node /users/dyv
[2020-01-29 14:07:05] 14:07:05    20001     22897    713.00      0.00 1688300  490488   3.99  node /users/dyv
[2020-01-29 14:07:06] 14:07:06    20001     22897    188.00      0.00 1688300  491008   4.00  node /users/dyv
[2020-01-29 14:07:07] 14:07:07    20001     22897     40.00      0.00 1688300  491272   4.00  node /users/dyv
[2020-01-29 14:07:08] 14:07:08    20001     22897     46.53      0.00 1688300  491272   4.00  node /users/dyv
[2020-01-29 14:07:09] 14:07:09    20001     22897    150.00      0.00 1688300  492060   4.01  node /users/dyv
[2020-01-29 14:07:10] 14:07:10    20001     22897     56.00      0.00 1688300  488996   3.98  node /users/dyv
[2020-01-29 14:07:11] 14:07:11    20001     22897     56.00      0.00 1688300  488224   3.97  node /users/dyv
[2020-01-29 14:07:12] 14:07:12    20001     22897    154.00      0.00 1688300  489016   3.98  node /users/dyv
[2020-01-29 14:07:13] 14:07:13    20001     22897    187.00      0.00 1688300  488472   3.98  node /users/dyv
[2020-01-29 14:07:14] 14:07:14    20001     22897    172.00      0.00 1688300  488272   3.97  node /users/dyv
[2020-01-29 14:07:15] 14:07:15    20001     22897    153.00      0.00 1688300  488800   3.98  node /users/dyv
[2020-01-29 14:07:16] 14:07:16    20001     22897    183.00      0.00 1688300  488568   3.98  node /users/dyv
[2020-01-29 14:07:17] 14:07:17    20001     22897    175.00      0.00 1688300  488336   3.98  node /users/dyv
[2020-01-29 14:07:18] 14:07:18    20001     22897    153.00      0.00 1688300  488864   3.98  node /users/dyv
[2020-01-29 14:07:19] 14:07:19    20001     22897    181.00      0.00 1688300  488632   3.98  node /users/dyv
[2020-01-29 14:07:20] 14:07:20    20001     22897    164.00      0.00 1688300  488136   3.97  node /users/dyv
[2020-01-29 14:07:21] 14:07:21    20001     22897    150.00      0.00 1688300  488928   3.98  node /users/dyv
[2020-01-29 14:07:22] 14:07:22    20001     22897    181.00      0.00 1688300  488436   3.98  node /users/dyv
[2020-01-29 14:07:23] 14:07:23    20001     22897    168.00      0.00 1688300  488204   3.97  node /users/dyv
[2020-01-29 14:07:24] 14:07:24    20001     22897    149.00      0.00 1688300  488732   3.98  node /users/dyv
[2020-01-29 14:07:25] 14:07:25    20001     22897    174.00      0.00 1688300  488500   3.98  node /users/dyv
[2020-01-29 14:07:26] 14:07:26    20001     22897    148.00      0.00 1688300  489028   3.98  node /users/dyv
[2020-01-29 14:07:27] 14:07:27    20001     22897    187.00      0.00 1688300  488748   3.98  node /users/dyv
[2020-01-29 14:07:28] 14:07:28    20001     22897    169.00      0.00 1688300  488280   3.97  node /users/dyv
[2020-01-29 14:07:29] 14:07:29    20001     22897    222.00      0.00 1688300  489072   3.98  node /users/dyv
[2020-01-29 14:07:30] 14:07:30    20001     22897   1137.00      0.00 1688300  489440   3.98  node /users/dyv
[2020-01-29 14:07:31] 14:07:31    20001     22897    152.00      0.00 1688300  489968   3.99  node /users/dyv
[2020-01-29 14:07:32] 14:07:32    20001     22897     40.00      0.00 1688300  490232   3.99  node /users/dyv
[2020-01-29 14:07:33] 14:07:33    20001     22897      0.00      0.00 1688300  490232   3.99  node /users/dyv
[2020-01-29 14:07:34] 14:07:34    20001     22897      0.00      0.00 1688300  490232   3.99  node /users/dyv
[2020-01-29 14:07:35] 14:07:35    20001     22897    333.00      0.00 1688300  491276   4.00  node /users/dyv
[2020-01-29 14:07:36] 14:07:36    20001     22897     74.00      0.00 1688300  491472   4.00  node /users/dyv
[2020-01-29 14:07:37] 14:07:37    20001     22897    155.00      0.00 1688300  492000   4.01  node /users/dyv
[2020-01-29 14:07:38] 14:07:38    20001     22897     30.00      0.00 1688300  492264   4.01  node /users/dyv
[2020-01-29 14:07:39] 14:07:39    20001     22897      0.00      0.00 1688300  492264   4.01  node /users/dyv
[2020-01-29 14:07:40] 14:07:40    20001     22897      4.00      0.00 1688300  492264   4.01  node /users/dyv
[2020-01-29 14:07:41] 14:07:41    20001     22897     23.00      0.00 1688300  492264   4.01  node /users/dyv
[2020-01-29 14:07:42] 14:07:42    20001     22897     85.00      0.00 1688300  492384   4.01  node /users/dyv
[2020-01-29 14:07:43] 14:07:43    20001     22897    151.00      0.00 1688300  492904   4.01  node /users/dyv
[2020-01-29 14:07:44] 14:07:44    20001     22897    191.00      0.00 1688300  493696   4.02  node /users/dyv
[2020-01-29 14:07:45] 14:07:45    20001     22897    200.00      0.00 1688300  494416   4.02  node /users/dyv
[2020-01-29 14:07:46] 14:07:46    20001     22897    150.00      0.00 1688300  495132   4.03  node /users/dyv
[2020-01-29 14:07:47] 14:07:47    20001     22897    192.00      0.00 1688300  495624   4.03  node /users/dyv
[2020-01-29 14:07:48] 14:07:48    20001     22897    182.00      0.00 1688300  496412   4.04  node /users/dyv
[2020-01-29 14:07:49] 14:07:49    20001     22897    148.00      0.00 1688300  496872   4.04  node /users/dyv
[2020-01-29 14:07:50] 14:07:50    20001     22897    183.00      0.00 1688300  497664   4.05  node /users/dyv
[2020-01-29 14:07:51] 14:07:51    20001     22897    282.00      0.00 1688300  498720   4.06  node /users/dyv
[2020-01-29 14:07:52] 14:07:52    20001     22897    171.00      0.00 1688300  499512   4.07  node /users/dyv
[2020-01-29 14:07:53] 14:07:53    20001     22897    148.00      0.00 1688300  500040   4.07  node /users/dyv
[2020-01-29 14:07:54] 14:07:54    20001     22897    182.00      0.00 1688300  500832   4.08  node /users/dyv
[2020-01-29 14:07:55] 14:07:55    20001     22897    175.00      0.00 1688300  501624   4.08  node /users/dyv
[2020-01-29 14:07:56] 14:07:56    20001     22897    150.00      0.00 1688300  502152   4.09  node /users/dyv
[2020-01-29 14:07:57] 14:07:57    20001     22897    201.00      0.00 1688300  502944   4.09  node /users/dyv
[2020-01-29 14:07:58] 14:07:58    20001     22897    173.00      0.00 1688300  503736   4.10  node /users/dyv
[2020-01-29 14:07:59] 14:07:59    20001     22897    151.00      0.00 1688300  504264   4.10  node /users/dyv
[2020-01-29 14:08:00] 14:08:00    20001     22897    868.00      0.00 1688300  507580   4.13  node /users/dyv
[2020-01-29 14:08:01] 14:08:01    20001     22897      0.00      0.00 1688300  507580   4.13  node /users/dyv
[2020-01-29 14:08:02] 14:08:02    20001     22897      0.00      0.00 1688300  507580   4.13  node /users/dyv
[2020-01-29 14:08:03] 14:08:03    20001     22897     14.00      0.00 1688300  507580   4.13  node /users/dyv
[2020-01-29 14:08:04] 14:08:04    20001     22897      0.00      0.00 1688300  507580   4.13  node /users/dyv
[2020-01-29 14:08:05] 14:08:05    20001     22897    410.00      0.00 1687788  490228   3.99  node /users/dyv
[2020-01-29 14:08:06] 14:08:06    20001     22897      9.00      0.00 1687788  490228   3.99  node /users/dyv
[2020-01-29 14:08:07] 14:08:07    20001     22897      3.00      0.00 1687788  490228   3.99  node /users/dyv
[2020-01-29 14:08:08] 14:08:08    20001     22897     82.00      0.00 1687788  490356   3.99  node /users/dyv
[2020-01-29 14:08:09] 14:08:09    20001     22897    151.00      0.00 1687788  491148   4.00  node /users/dyv
[2020-01-29 14:08:10] 14:08:10    20001     22897     18.00      0.00 1687788  488112   3.97  node /users/dyv
[2020-01-29 14:08:11] 14:08:11    20001     22897    100.00      0.00 1687788  487564   3.97  node /users/dyv
[2020-01-29 14:08:12] 14:08:12    20001     22897    152.00      0.00 1687788  488092   3.97  node /users/dyv
[2020-01-29 14:08:13] 14:08:13    20001     22897    172.00      0.00 1687788  487628   3.97  node /users/dyv
[2020-01-29 14:08:14] 14:08:14    20001     22897    175.00      0.00 1687788  487400   3.97  node /users/dyv
[2020-01-29 14:08:15] 14:08:15    20001     22897    151.00      0.00 1687788  487928   3.97  node /users/dyv
[2020-01-29 14:08:16] 14:08:16    20001     22897    180.00      0.00 1687788  487696   3.97  node /users/dyv
[2020-01-29 14:08:17] 14:08:17    20001     22897    173.00      0.00 1687788  487464   3.97  node /users/dyv
[2020-01-29 14:08:18] 14:08:18    20001     22897    150.00      0.00 1687788  487992   3.97  node /users/dyv
[2020-01-29 14:08:19] 14:08:19    20001     22897    183.00      0.00 1687788  487760   3.97  node /users/dyv
[2020-01-29 14:08:20] 14:08:20    20001     22897    171.00      0.00 1687788  487264   3.97  node /users/dyv
[2020-01-29 14:08:21] 14:08:21    20001     22897    149.00      0.00 1687788  488056   3.97  node /users/dyv
[2020-01-29 14:08:22] 14:08:22    20001     22897    184.00      0.00 1687788  487560   3.97  node /users/dyv
[2020-01-29 14:08:23] 14:08:23    20001     22897    184.00      0.00 1687788  487280   3.97  node /users/dyv
[2020-01-29 14:08:24] 14:08:24    20001     22897    154.00      0.00 1687788  488072   3.97  node /users/dyv
[2020-01-29 14:08:25] 14:08:25    20001     22897    189.00      0.00 1687788  487576   3.97  node /users/dyv
[2020-01-29 14:08:26] 14:08:26    20001     22897    175.00      0.00 1687788  487344   3.97  node /users/dyv
[2020-01-29 14:08:27] 14:08:27    20001     22897    153.00      0.00 1687788  487872   3.97  node /users/dyv
[2020-01-29 14:08:28] 14:08:28    20001     22897    185.00      0.00 1687788  487640   3.97  node /users/dyv
[2020-01-29 14:08:29] 14:08:29    20001     22897    178.00      0.00 1687788  487408   3.97  node /users/dyv
[2020-01-29 14:08:30] 14:08:30    20001     22897    857.00      0.00 1687788  488768   3.98  node /users/dyv
[2020-01-29 14:08:31] 14:08:31    20001     22897    105.00      0.00 1687788  489032   3.98  node /users/dyv
[2020-01-29 14:08:32] 14:08:32    20001     22897      0.00      0.00 1687788  489032   3.98  node /users/dyv
[2020-01-29 14:08:33] 14:08:33    20001     22897      0.00      0.00 1687788  489032   3.98  node /users/dyv
[2020-01-29 14:08:34] 14:08:34    20001     22897      0.00      0.00 1687788  489032   3.98  node /users/dyv
[2020-01-29 14:08:35] 14:08:35    20001     22897      6.00      0.00 1687788  489032   3.98  node /users/dyv
[2020-01-29 14:08:36] 14:08:36    20001     22897     54.00      0.00 1687788  489272   3.98  node /users/dyv
[2020-01-29 14:08:37] 14:08:37    20001     22897      0.00      0.00 1687788  489272   3.98  node /users/dyv
[2020-01-29 14:08:38] 14:08:38    20001     22897    126.00      0.00 1687788  489800   3.99  node /users/dyv
[2020-01-29 14:08:39] 14:08:39    20001     22897    138.00      0.00 1687788  490316   3.99  node /users/dyv
[2020-01-29 14:08:40] 14:08:40    20001     22897      0.00      0.00 1687788  490316   3.99  node /users/dyv
[2020-01-29 14:08:41] 14:08:41    20001     22897    130.00      0.00 1687788  490844   4.00  node /users/dyv
[2020-01-29 14:08:42] 14:08:42    20001     22897    136.00      0.00 1687788  491372   4.00  node /users/dyv
[2020-01-29 14:08:43] 14:08:43    20001     22897      0.00      0.00 1687788  491372   4.00  node /users/dyv
[2020-01-29 14:08:44] 14:08:44    20001     22897    197.00      0.00 1687788  492164   4.01  node /users/dyv
[2020-01-29 14:08:45] 14:08:45    20001     22897    195.00      0.00 1687788  492956   4.01  node /users/dyv
[2020-01-29 14:08:46] 14:08:46    20001     22897    153.00      0.00 1687788  493484   4.02  node /users/dyv
[2020-01-29 14:08:47] 14:08:47    20001     22897    195.00      0.00 1687788  494276   4.02  node /users/dyv
[2020-01-29 14:08:48] 14:08:48    20001     22897    179.00      0.00 1687788  495068   4.03  node /users/dyv
[2020-01-29 14:08:49] 14:08:49    20001     22897    153.00      0.00 1687788  495596   4.03  node /users/dyv
[2020-01-29 14:08:50] 14:08:50    20001     22897    180.00      0.00 1687788  496388   4.04  node /users/dyv
[2020-01-29 14:08:51] 14:08:51    20001     22897    178.00      0.00 1687788  496916   4.05  node /users/dyv
[2020-01-29 14:08:52] 14:08:52    20001     22897    154.00      0.00 1687788  497708   4.05  node /users/dyv
[2020-01-29 14:08:53] 14:08:53    20001     22897    185.00      0.00 1687788  498236   4.06  node /users/dyv
[2020-01-29 14:08:54] 14:08:54    20001     22897    178.00      0.00 1687788  499028   4.06  node /users/dyv
[2020-01-29 14:08:55] 14:08:55    20001     22897    187.00      0.00 1687788  499820   4.07  node /users/dyv
[2020-01-29 14:08:56] 14:08:56    20001     22897    156.00      0.00 1687788  500348   4.07  node /users/dyv
[2020-01-29 14:08:57] 14:08:57    20001     22897    190.00      0.00 1687788  501140   4.08  node /users/dyv
[2020-01-29 14:08:58] 14:08:58    20001     22897    190.00      0.00 1687788  501932   4.09  node /users/dyv
[2020-01-29 14:08:59] 14:08:59    20001     22897    162.00      0.00 1687788  502460   4.09  node /users/dyv
[2020-01-29 14:09:00] 14:09:00    20001     22897   2573.00      0.00 1687788  505984   4.12  node /users/dyv
[2020-01-29 14:09:01] 14:09:01    20001     22897    739.00      0.00 1687788  505984   4.12  node /users/dyv
[2020-01-29 14:09:02] 14:09:02    20001     22897     19.00      0.00 1687788  505984   4.12  node /users/dyv
[2020-01-29 14:09:03] 14:09:03    20001     22897     26.00      0.00 1687788  505984   4.12  node /users/dyv
[2020-01-29 14:09:04] 14:09:04    20001     22897      3.00      0.00 1687788  505984   4.12  node /users/dyv
[2020-01-29 14:09:05] 14:09:05    20001     22897   6200.00      0.00 1687788  490328   3.99  node /users/dyv
[2020-01-29 14:09:06] 14:09:06    20001     22897    236.00      0.00 1688300  491084   4.00  node /users/dyv
[2020-01-29 14:09:07] 14:09:07    20001     22897     16.00      0.00 1688300  491084   4.00  node /users/dyv
[2020-01-29 14:09:08] 14:09:08    20001     22897     52.00      0.00 1688300  491292   4.00  node /users/dyv
[2020-01-29 14:09:09] 14:09:09    20001     22897    122.00      0.00 1688300  491796   4.00  node /users/dyv
[2020-01-29 14:09:10] 14:09:10    20001     22897      2.00      0.00 1688300  491796   4.00  node /users/dyv
[2020-01-29 14:09:11] 14:09:11    20001     22897      7.00      0.00 1688300  491796   4.00  node /users/dyv
[2020-01-29 14:09:12] 14:09:12    20001     22897     10.00      0.00 1688300  491796   4.00  node /users/dyv
[2020-01-29 14:09:13] 14:09:13    20001     22897     83.00      0.00 1688300  491972   4.00  node /users/dyv
[2020-01-29 14:09:14] 14:09:14    20001     22897    156.00      0.00 1688300  492492   4.01  node /users/dyv
[2020-01-29 14:09:15] 14:09:15    20001     22897    207.00      0.00 1688300  493244   4.02  node /users/dyv
[2020-01-29 14:09:16] 14:09:16    20001     22897    191.00      0.00 1688300  494004   4.02  node /users/dyv
[2020-01-29 14:09:17] 14:09:17    20001     22897    157.00      0.00 1688300  494780   4.03  node /users/dyv
[2020-01-29 14:09:18] 14:09:18    20001     22897    200.00      0.00 1688300  495552   4.03  node /users/dyv
[2020-01-29 14:09:19] 14:09:19    20001     22897    192.00      0.00 1688300  496312   4.04  node /users/dyv
[2020-01-29 14:09:20] 14:09:20    20001     22897    194.00      0.00 1688300  497068   4.05  node /users/dyv
[2020-01-29 14:09:21] 14:09:21    20001     22897    161.00      0.00 1688300  497592   4.05  node /users/dyv
[2020-01-29 14:09:22] 14:09:22    20001     22897    210.00      0.00 1688812  498372   4.06  node /users/dyv
[2020-01-29 14:09:23] 14:09:23    20001     22897    213.00      0.00 1689324  499152   4.06  node /users/dyv
[2020-01-29 14:09:24] 14:09:24    20001     22897    158.00      0.00 1689324  499932   4.07  node /users/dyv
[2020-01-29 14:09:25] 14:09:25    20001     22897    210.00      0.00 1689836  500724   4.08  node /users/dyv
[2020-01-29 14:09:26] 14:09:26    20001     22897    204.95      0.00 1690348  501516   4.08  node /users/dyv
[2020-01-29 14:09:27] 14:09:27    20001     22897    164.00      0.00 1690348  502304   4.09  node /users/dyv
[2020-01-29 14:09:28] 14:09:28    20001     22897    211.00      0.00 1690348  488720   3.98  node /users/dyv
[2020-01-29 14:09:29] 14:09:29    20001     22897    208.00      0.00 1690348  488664   3.98  node /users/dyv
[2020-01-29 14:09:30] 14:09:30    20001     22897   1359.00      0.00 1690348  490296   3.99  node /users/dyv
[2020-01-29 14:09:31] 14:09:31    20001     22897    276.00      0.00 1690348  491592   4.00  node /users/dyv
[2020-01-29 14:09:32] 14:09:32    20001     22897     43.00      0.00 1690348  491592   4.00  node /users/dyv
[2020-01-29 14:09:33] 14:09:33    20001     22897     74.00      0.00 1690348  491848   4.00  node /users/dyv
[2020-01-29 14:09:34] 14:09:34    20001     22897    163.00      0.00 1690348  492640   4.01  node /users/dyv
[2020-01-29 14:09:35] 14:09:35    20001     22897    266.00      0.00 1690348  492840   4.01  node /users/dyv
[2020-01-29 14:09:36] 14:09:36    20001     22897      0.00      0.00 1690348  492840   4.01  node /users/dyv
[2020-01-29 14:09:37] 14:09:37    20001     22897      5.00      0.00 1690348  492916   4.01  node /users/dyv
[2020-01-29 14:09:38] 14:09:38    20001     22897      1.00      0.00 1690348  492916   4.01  node /users/dyv
[2020-01-29 14:09:39] 14:09:39    20001     22897      0.00      0.00 1690348  492916   4.01  node /users/dyv
[2020-01-29 14:09:40] 14:09:40    20001     22897     38.00      0.00 1690348  492916   4.01  node /users/dyv
[2020-01-29 14:09:41] 14:09:41    20001     22897    134.00      0.00 1690348  493424   4.02  node /users/dyv
[2020-01-29 14:09:42] 14:09:42    20001     22897    159.00      0.00 1690348  493952   4.02  node /users/dyv
[2020-01-29 14:09:43] 14:09:43    20001     22897    211.00      0.00 1690348  494688   4.03  node /users/dyv
[2020-01-29 14:09:44] 14:09:44    20001     22897    211.00      0.00 1690348  495732   4.04  node /users/dyv
[2020-01-29 14:09:45] 14:09:45    20001     22897    198.00      0.00 1690348  496524   4.04  node /users/dyv
[2020-01-29 14:09:46] 14:09:46    20001     22897    159.00      0.00 1690348  497052   4.05  node /users/dyv
[2020-01-29 14:09:47] 14:09:47    20001     22897    208.00      0.00 1690348  497844   4.05  node /users/dyv
[2020-01-29 14:09:48] 14:09:48    20001     22897    208.00      0.00 1690348  498636   4.06  node /users/dyv
[2020-01-29 14:09:49] 14:09:49    20001     22897    161.00      0.00 1690348  499428   4.07  node /users/dyv
[2020-01-29 14:09:50] 14:09:50    20001     22897    203.00      0.00 1690348  500184   4.07  node /users/dyv
[2020-01-29 14:09:51] 14:09:51    20001     22897    221.00      0.00 1690348  500896   4.08  node /users/dyv
[2020-01-29 14:09:52] 14:09:52    20001     22897    158.00      0.00 1690348  501424   4.08  node /users/dyv
[2020-01-29 14:09:53] 14:09:53    20001     22897    197.00      0.00 1690348  502168   4.09  node /users/dyv
[2020-01-29 14:09:54] 14:09:54    20001     22897    210.00      0.00 1690348  503156   4.10  node /users/dyv
[2020-01-29 14:09:55] 14:09:55    20001     22897    197.00      0.00 1690348  503884   4.10  node /users/dyv
[2020-01-29 14:09:56] 14:09:56    20001     22897    165.00      0.00 1690348  504408   4.11  node /users/dyv
[2020-01-29 14:09:57] 14:09:57    20001     22897    215.00      0.00 1690348  505148   4.11  node /users/dyv
[2020-01-29 14:09:58] 14:09:58    20001     22897    212.00      0.00 1690348  506104   4.12  node /users/dyv
[2020-01-29 14:09:59] 14:09:59    20001     22897    165.00      0.00 1690348  506628   4.12  node /users/dyv
[2020-01-29 14:10:00] 14:10:00    20001     22897    895.00      0.00 1690348  509908   4.15  node /users/dyv
[2020-01-29 14:10:01] 14:10:01    20001     22897      5.00      0.00 1690348  509908   4.15  node /users/dyv
[2020-01-29 14:10:02] 14:10:02    20001     22897      1.00      0.00 1690348  509908   4.15  node /users/dyv
[2020-01-29 14:10:03] 14:10:03    20001     22897     17.00      0.00 1690348  509908   4.15  node /users/dyv
[2020-01-29 14:10:04] 14:10:04    20001     22897     27.00      0.00 1690348  509908   4.15  node /users/dyv
[2020-01-29 14:10:05] 14:10:05    20001     22897    403.00      0.00 1690348  491880   4.00  node /users/dyv
[2020-01-29 14:10:06] 14:10:06    20001     22897    110.00      0.00 1690348  492024   4.01  node /users/dyv
[2020-01-29 14:10:07] 14:10:07    20001     22897    165.00      0.00 1690348  492816   4.01  node /users/dyv
[2020-01-29 14:10:08] 14:10:08    20001     22897     69.00      0.00 1690348  492816   4.01  node /users/dyv
[2020-01-29 14:10:09] 14:10:09    20001     22897    129.00      0.00 1690348  493332   4.02  node /users/dyv
[2020-01-29 14:10:10] 14:10:10    20001     22897    122.00      0.00 1690348  490904   4.00  node /users/dyv
[2020-01-29 14:10:11] 14:10:11    20001     22897     35.00      0.00 1690348  489880   3.99  node /users/dyv
[2020-01-29 14:10:12] 14:10:12    20001     22897    171.00      0.00 1690348  490668   3.99  node /users/dyv
[2020-01-29 14:10:13] 14:10:13    20001     22897    441.00      0.00 1679596  478972   3.90  node /users/dyv
[2020-01-29 14:10:14] 14:10:14    20001     22897    259.00      0.00 1678572  478812   3.90  node /users/dyv
[2020-01-29 14:10:15] 14:10:15    20001     22897    204.00      0.00 1678572  478608   3.90  node /users/dyv
[2020-01-29 14:10:16] 14:10:16    20001     22897    197.00      0.00 1678572  478376   3.89  node /users/dyv
[2020-01-29 14:10:17] 14:10:17    20001     22897    175.00      0.00 1678572  479168   3.90  node /users/dyv
[2020-01-29 14:10:18] 14:10:18    20001     22897    199.00      0.00 1678572  478936   3.90  node /users/dyv
[2020-01-29 14:10:19] 14:10:19    20001     22897    213.00      0.00 1678572  478656   3.90  node /users/dyv
[2020-01-29 14:10:20] 14:10:20    20001     22897    199.00      0.00 1678572  478444   3.89  node /users/dyv
[2020-01-29 14:10:21] 14:10:21    20001     22897    174.00      0.00 1678572  479236   3.90  node /users/dyv
[2020-01-29 14:10:22] 14:10:22    20001     22897    201.00      0.00 1678572  479004   3.90  node /users/dyv
[2020-01-29 14:10:23] 14:10:23    20001     22897    201.00      0.00 1678572  478760   3.90  node /users/dyv
[2020-01-29 14:10:24] 14:10:24    20001     22897    187.00      0.00 1678572  478528   3.90  node /users/dyv
[2020-01-29 14:10:25] 14:10:25    20001     22897    175.00      0.00 1678572  479056   3.90  node /users/dyv
[2020-01-29 14:10:26] 14:10:26    20001     22897    205.00      0.00 1678572  478828   3.90  node /users/dyv
[2020-01-29 14:10:27] 14:10:27    20001     22897    190.00      0.00 1678572  478596   3.90  node /users/dyv
[2020-01-29 14:10:28] 14:10:28    20001     22897    199.00      0.00 1679084  478364   3.89  node /users/dyv
[2020-01-29 14:10:29] 14:10:29    20001     22897    172.00      0.00 1679084  479156   3.90  node /users/dyv
[2020-01-29 14:10:30] 14:10:30    20001     22897   1056.00      0.00 1679084  480596   3.91  node /users/dyv
[2020-01-29 14:10:31] 14:10:31    20001     22897      1.00      0.00 1679084  480596   3.91  node /users/dyv
[2020-01-29 14:10:32] 14:10:32    20001     22897      2.00      0.00 1679084  480860   3.91  node /users/dyv
[2020-01-29 14:10:33] 14:10:33    20001     22897     20.00      0.00 1679084  480860   3.91  node /users/dyv
