time(s),cpu(%)
0,30.00
1,97.00
2,100.00
3,99.01
4,99.00
5,12.00
6,0.00
7,0.00
8,0.00
9,38.00
10,100.00
11,100.00
12,100.00
13,100.00
14,99.00
15,100.00
16,99.00
17,100.00
18,5.00
19,0.00
20,0.00
21,0.00
22,0.00
23,0.00
24,0.00
25,0.00
26,0.00
27,0.00
28,0.00
29,0.00
30,0.00
31,0.00
32,0.00
33,0.00
34,0.00
35,0.00
36,0.00
37,0.00
38,0.00
39,37.00
40,99.00
41,100.00
42,99.00
43,100.00
44,100.00
45,99.00
46,100.00
47,100.00
48,99.00
49,100.00
50,100.00
51,100.00
52,96.00
53,0.00
54,0.00
55,0.00
56,0.00
57,0.00
58,0.00
59,0.00
60,0.00
61,0.00
62,0.00
63,0.00
64,0.00
65,0.00
66,0.00
67,0.00
68,0.00
69,39.00
70,100.00
71,100.00
72,99.00
73,100.00
74,100.00
75,100.00
76,100.00
77,100.00
78,100.00
79,100.00
80,100.00
81,100.00
82,13.00
83,0.00
84,0.00
85,0.00
86,0.00
87,0.00
88,0.00
89,0.00
90,0.00
91,0.00
92,0.00
93,0.00
94,0.00
95,0.00
96,0.00
97,0.00
98,0.00
99,41.00
100,74.00
101,0.00
102,0.00
103,0.00
104,0.00
105,0.00
106,0.00
107,0.00
108,0.00
109,0.00
110,0.00
111,0.00
112,0.00
113,0.00
114,0.00
115,0.00
116,0.00
117,0.00
118,0.00
119,0.00
120,0.00
121,0.00
122,0.00
123,0.00
124,0.00
125,0.00
126,0.00
127,0.00
128,0.00
129,41.00
130,100.00
131,100.00
132,100.00
133,100.00
134,100.00
135,99.00
136,100.00
137,98.02
138,100.00
139,99.00
140,100.00
141,100.00
142,0.00
143,0.00
144,0.00
145,0.00
146,0.00
147,0.00
148,0.00
149,0.00
150,0.00
151,0.00
152,0.00
153,0.00
154,0.00
155,0.00
156,0.00
157,0.00
158,0.00
159,41.00
160,99.00
161,99.00
162,100.00
163,99.00
164,100.00
165,100.00
166,100.00
167,100.00
168,100.00
169,99.00
170,6.00
171,0.00
172,0.00
173,0.00
