[2020-01-30 07:28:19] Linux 4.15.0-72-generic (lc-client.bench11.wall2-ilabt-iminds-be.wall1.ilabt.iminds.be) 	01/30/20 	_x86_64_	(16 CPU)
[2020-01-30 07:28:20] 
[2020-01-30 07:28:20] 07:28:19      UID       PID  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
[2020-01-30 07:28:20] 07:28:20    20001     22891   1598.00      0.00  270180   18748   0.15  qrail-cli
[2020-01-30 07:28:21] 07:28:21    20001     22891   8713.00      0.00  441752   34880   0.28  qrail-cli
[2020-01-30 07:28:22] 07:28:22    20001     22891   6924.00      0.00  452476   46116   0.38  qrail-cli
[2020-01-30 07:28:23] 07:28:23    20001     22891   5489.00      0.00  461276   54524   0.44  qrail-cli
[2020-01-30 07:28:24] 07:28:24    20001     22891   3323.00      0.00  467040   60664   0.49  qrail-cli
[2020-01-30 07:28:25] 07:28:25    20001     22891   3480.00      0.00  473848   67084   0.55  qrail-cli
[2020-01-30 07:28:26] 07:28:26    20001     22891   6298.00      0.00  474628   68252   0.56  qrail-cli
[2020-01-30 07:28:27] 07:28:27    20001     22891      0.00      0.00  474628   68252   0.56  qrail-cli
[2020-01-30 07:28:28] 07:28:28    20001     22891      0.00      0.00  474628   68252   0.56  qrail-cli
[2020-01-30 07:28:29] 07:28:29    20001     22891      0.00      0.00  474628   68252   0.56  qrail-cli
[2020-01-30 07:28:30] 07:28:30    20001     22891     14.00      0.00  474628   68252   0.56  qrail-cli
[2020-01-30 07:28:31] 07:28:31    20001     22891      0.00      0.00  474628   68252   0.56  qrail-cli
[2020-01-30 07:28:32] 07:28:32    20001     22891      0.00      0.00  474628   68252   0.56  qrail-cli
[2020-01-30 07:28:33] 07:28:33    20001     22891      0.00      0.00  474628   68252   0.56  qrail-cli
[2020-01-30 07:28:34] 07:28:34    20001     22891      0.00      0.00  474628   68252   0.56  qrail-cli
[2020-01-30 07:28:35] 07:28:35    20001     22891      0.00      0.00  474628   68252   0.56  qrail-cli
[2020-01-30 07:28:36] 07:28:36    20001     22891      0.00      0.00  474628   68252   0.56  qrail-cli
[2020-01-30 07:28:37] 07:28:37    20001     22891      0.00      0.00  474628   68252   0.56  qrail-cli
[2020-01-30 07:28:38] 07:28:38    20001     22891      0.00      0.00  474628   68252   0.56  qrail-cli
[2020-01-30 07:28:39] 07:28:39    20001     22891      0.00      0.00  474628   68252   0.56  qrail-cli
[2020-01-30 07:28:40] 07:28:40    20001     22891      0.00      0.00  474628   68252   0.56  qrail-cli
[2020-01-30 07:28:41] 07:28:41    20001     22891      0.00      0.00  474628   68252   0.56  qrail-cli
[2020-01-30 07:28:42] 07:28:42    20001     22891      0.00      0.00  474628   68252   0.56  qrail-cli
[2020-01-30 07:28:43] 07:28:43    20001     22891      0.00      0.00  474628   68252   0.56  qrail-cli
[2020-01-30 07:28:44] 07:28:44    20001     22891      0.00      0.00  474628   68252   0.56  qrail-cli
[2020-01-30 07:28:45] 07:28:45    20001     22891      0.00      0.00  474628   68252   0.56  qrail-cli
[2020-01-30 07:28:46] 07:28:46    20001     22891      0.00      0.00  474628   68252   0.56  qrail-cli
[2020-01-30 07:28:47] 07:28:47    20001     22891      0.00      0.00  474628   68252   0.56  qrail-cli
[2020-01-30 07:28:48] 07:28:48    20001     22891      0.00      0.00  474628   68252   0.56  qrail-cli
[2020-01-30 07:28:49] 07:28:49    20001     22891      0.00      0.00  474628   68252   0.56  qrail-cli
[2020-01-30 07:28:50] 07:28:50    20001     22891      0.00      0.00  474628   68252   0.56  qrail-cli
[2020-01-30 07:28:51] 07:28:51    20001     22891   6304.00      0.00  477920   70552   0.57  qrail-cli
[2020-01-30 07:28:52] 07:28:52    20001     22891   6054.00      0.00  477312   70612   0.57  qrail-cli
[2020-01-30 07:28:53] 07:28:53    20001     22891   8818.00      0.00  481232   73496   0.60  qrail-cli
[2020-01-30 07:28:54] 07:28:54    20001     22891   3697.00      0.00  481436   73496   0.60  qrail-cli
[2020-01-30 07:28:55] 07:28:55    20001     22891   3702.00      0.00  480988   73432   0.60  qrail-cli
[2020-01-30 07:28:56] 07:28:56    20001     22891   1089.00      0.00  476656   70316   0.57  qrail-cli
[2020-01-30 07:28:57] 07:28:57    20001     22891      0.00      0.00  476656   70316   0.57  qrail-cli
[2020-01-30 07:28:58] 07:28:58    20001     22891      0.00      0.00  476656   70316   0.57  qrail-cli
[2020-01-30 07:28:59] 07:28:59    20001     22891      0.00      0.00  476656   70316   0.57  qrail-cli
[2020-01-30 07:29:00] 07:29:00    20001     22891     14.00      0.00  476656   70316   0.57  qrail-cli
[2020-01-30 07:29:01] 07:29:01    20001     22891      0.00      0.00  476656   70316   0.57  qrail-cli
[2020-01-30 07:29:02] 07:29:02    20001     22891      0.00      0.00  476656   70316   0.57  qrail-cli
[2020-01-30 07:29:03] 07:29:03    20001     22891      0.00      0.00  476656   70316   0.57  qrail-cli
[2020-01-30 07:29:04] 07:29:04    20001     22891      0.00      0.00  476656   70316   0.57  qrail-cli
[2020-01-30 07:29:05] 07:29:05    20001     22891      0.00      0.00  476656   70316   0.57  qrail-cli
[2020-01-30 07:29:06] 07:29:06    20001     22891      0.00      0.00  476656   70316   0.57  qrail-cli
[2020-01-30 07:29:07] 07:29:07    20001     22891      0.00      0.00  476656   70316   0.57  qrail-cli
[2020-01-30 07:29:08] 07:29:08    20001     22891      0.00      0.00  476656   70316   0.57  qrail-cli
[2020-01-30 07:29:09] 07:29:09    20001     22891      0.00      0.00  476656   70316   0.57  qrail-cli
[2020-01-30 07:29:10] 07:29:10    20001     22891      0.00      0.00  476656   70316   0.57  qrail-cli
[2020-01-30 07:29:11] 07:29:11    20001     22891      0.00      0.00  476656   70316   0.57  qrail-cli
[2020-01-30 07:29:12] 07:29:12    20001     22891      0.00      0.00  476656   70316   0.57  qrail-cli
[2020-01-30 07:29:13] 07:29:13    20001     22891      0.00      0.00  476656   70316   0.57  qrail-cli
[2020-01-30 07:29:14] 07:29:14    20001     22891      0.00      0.00  476656   70316   0.57  qrail-cli
[2020-01-30 07:29:15] 07:29:15    20001     22891      0.00      0.00  476656   70316   0.57  qrail-cli
[2020-01-30 07:29:16] 07:29:16    20001     22891      0.00      0.00  476656   70316   0.57  qrail-cli
[2020-01-30 07:29:17] 07:29:17    20001     22891      0.00      0.00  476656   70316   0.57  qrail-cli
[2020-01-30 07:29:18] 07:29:18    20001     22891      0.00      0.00  476656   70316   0.57  qrail-cli
[2020-01-30 07:29:19] 07:29:19    20001     22891      0.00      0.00  476656   70316   0.57  qrail-cli
[2020-01-30 07:29:20] 07:29:20    20001     22891      0.00      0.00  476656   70316   0.57  qrail-cli
[2020-01-30 07:29:21] 07:29:21    20001     22891   8339.00      0.00  481140   73720   0.60  qrail-cli
[2020-01-30 07:29:22] 07:29:22    20001     22891   7681.00      0.00  480624   73388   0.60  qrail-cli
[2020-01-30 07:29:23] 07:29:23    20001     22891   3192.00      0.00  479368   72700   0.59  qrail-cli
[2020-01-30 07:29:24] 07:29:24    20001     22891   3226.00      0.00  482532   74696   0.61  qrail-cli
[2020-01-30 07:29:25] 07:29:25    20001     22891   4042.00      0.00  480276   73568   0.60  qrail-cli
[2020-01-30 07:29:26] 07:29:26    20001     22891   2548.00      0.00  479284   72944   0.59  qrail-cli
[2020-01-30 07:29:27] 07:29:27    20001     22891      3.00      0.00  479284   72944   0.59  qrail-cli
[2020-01-30 07:29:28] 07:29:28    20001     22891      0.00      0.00  479284   72944   0.59  qrail-cli
[2020-01-30 07:29:29] 07:29:29    20001     22891      0.00      0.00  479284   72944   0.59  qrail-cli
[2020-01-30 07:29:30] 07:29:30    20001     22891     14.00      0.00  479284   72944   0.59  qrail-cli
[2020-01-30 07:29:31] 07:29:31    20001     22891      0.00      0.00  479284   72944   0.59  qrail-cli
[2020-01-30 07:29:32] 07:29:32    20001     22891      0.00      0.00  479284   72944   0.59  qrail-cli
[2020-01-30 07:29:33] 07:29:33    20001     22891      0.00      0.00  479284   72944   0.59  qrail-cli
[2020-01-30 07:29:34] 07:29:34    20001     22891      0.00      0.00  479284   72944   0.59  qrail-cli
[2020-01-30 07:29:35] 07:29:35    20001     22891      0.00      0.00  479284   72944   0.59  qrail-cli
[2020-01-30 07:29:36] 07:29:36    20001     22891      0.00      0.00  479284   72944   0.59  qrail-cli
[2020-01-30 07:29:37] 07:29:37    20001     22891      0.00      0.00  479284   72944   0.59  qrail-cli
[2020-01-30 07:29:38] 07:29:38    20001     22891      0.00      0.00  479284   72944   0.59  qrail-cli
[2020-01-30 07:29:39] 07:29:39    20001     22891      0.00      0.00  479284   72944   0.59  qrail-cli
[2020-01-30 07:29:40] 07:29:40    20001     22891      0.00      0.00  479284   72944   0.59  qrail-cli
[2020-01-30 07:29:41] 07:29:41    20001     22891      0.00      0.00  479284   72944   0.59  qrail-cli
[2020-01-30 07:29:42] 07:29:42    20001     22891      0.00      0.00  479284   72944   0.59  qrail-cli
[2020-01-30 07:29:43] 07:29:43    20001     22891      0.00      0.00  479284   72944   0.59  qrail-cli
[2020-01-30 07:29:44] 07:29:44    20001     22891      0.00      0.00  479284   72944   0.59  qrail-cli
[2020-01-30 07:29:45] 07:29:45    20001     22891      0.00      0.00  479284   72944   0.59  qrail-cli
[2020-01-30 07:29:46] 07:29:46    20001     22891      0.00      0.00  479284   72944   0.59  qrail-cli
[2020-01-30 07:29:47] 07:29:47    20001     22891      0.00      0.00  479284   72944   0.59  qrail-cli
[2020-01-30 07:29:48] 07:29:48    20001     22891      0.00      0.00  479284   72944   0.59  qrail-cli
[2020-01-30 07:29:49] 07:29:49    20001     22891      0.00      0.00  479284   72944   0.59  qrail-cli
[2020-01-30 07:29:50] 07:29:50    20001     22891      0.00      0.00  479284   72944   0.59  qrail-cli
[2020-01-30 07:29:51] 07:29:51    20001     22891   8157.00      0.00  482624   75352   0.61  qrail-cli
[2020-01-30 07:29:52] 07:29:52    20001     22891   7805.00      0.00  481440   74796   0.61  qrail-cli
[2020-01-30 07:29:53] 07:29:53    20001     22891   3883.00      0.00  483516   76320   0.62  qrail-cli
[2020-01-30 07:29:54] 07:29:54    20001     22891   2447.00      0.00  481580   75492   0.61  qrail-cli
[2020-01-30 07:29:55] 07:29:55    20001     22891   3624.00      0.00  484572   77300   0.63  qrail-cli
[2020-01-30 07:29:56] 07:29:56    20001     22891   2316.00      0.00  484564   77320   0.63  qrail-cli
[2020-01-30 07:29:57] 07:29:57    20001     22891   1405.00      0.00  481216   75128   0.61  qrail-cli
[2020-01-30 07:29:58] 07:29:58    20001     22891      0.00      0.00  481216   75128   0.61  qrail-cli
[2020-01-30 07:29:59] 07:29:59    20001     22891      0.00      0.00  481216   75128   0.61  qrail-cli
[2020-01-30 07:30:00] 07:30:00    20001     22891     14.00      0.00  481216   75180   0.61  qrail-cli
[2020-01-30 07:30:01] 07:30:01    20001     22891      0.00      0.00  481216   75180   0.61  qrail-cli
[2020-01-30 07:30:02] 07:30:02    20001     22891      0.00      0.00  481216   75180   0.61  qrail-cli
[2020-01-30 07:30:03] 07:30:03    20001     22891      0.00      0.00  481216   75180   0.61  qrail-cli
[2020-01-30 07:30:04] 07:30:04    20001     22891      0.00      0.00  481216   75180   0.61  qrail-cli
[2020-01-30 07:30:05] 07:30:05    20001     22891      0.00      0.00  481216   75180   0.61  qrail-cli
[2020-01-30 07:30:06] 07:30:06    20001     22891      0.00      0.00  481216   75180   0.61  qrail-cli
[2020-01-30 07:30:07] 07:30:07    20001     22891      0.00      0.00  481216   75180   0.61  qrail-cli
[2020-01-30 07:30:08] 07:30:08    20001     22891      0.00      0.00  481216   75180   0.61  qrail-cli
[2020-01-30 07:30:09] 07:30:09    20001     22891      0.00      0.00  481216   75180   0.61  qrail-cli
